实际价格,预测价格
1289.0,1278.52
1285.3,1285.17
1318.65,1274.2
1308.5,1322.41
1311.75,1300.37
1320.4,1288.85
1333.1,1313.07
1335.55,1316.84
1337.85,1341.19
1343.5,1355.74
1346.25,1284.49
1334.2,1350.53
1326.5,1335.29
1327.55,1338.44
1324.55,1329.16
1322.85,1310.64
1312.1,1303.44
1309.6,1312.23
1311.3,1305.92
1292.1,1297.61
1294.8,1306.65
1293.3,1290.48
1300.05,1292.28
1282.55,1318.99
1283.35,1269.49
1283.1,1295.87
1273.7,1282.97
1271.25,1276.41
1274.25,1253.02
1274.5,1275.11
1261.8,1297.75
1278.75,1227.57
1291.4,1334.41
1289.25,1298.38
1290.25,1290.33
1299.6,1290.59
1303.3,1281.7
1284.75,1313.73
1280.2,1279.75
1286.4,1297.4
1281.2,1275.91
1274.9,1268.17
1276.45,1278.67
1275.0,1282.0
1273.75,1297.12
1266.45,1291.28
1272.0,1264.45
1270.15,1292.52
1277.05,1257.63
1279.2,1279.49
1267.2,1315.54
1270.9,1262.31
1275.6,1261.54
1284.0,1265.82
1284.8,1282.31
1284.3,1276.62
1277.95,1279.35
1274.6,1289.98
1282.2,1253.3
1280.0,1273.94
1284.35,1280.12
1286.2,1284.18
1283.3,1287.2
1286.95,1269.32
1290.35,1298.28
1290.5,1308.18
1294.9,1276.96
1291.85,1283.46
1283.85,1273.59
1280.2,1270.97
1275.5,1278.17
1273.45,1292.42
1266.3,1284.77
1263.7,1281.2
1255.0,1281.6
1250.65,1253.46
1247.15,1242.06
1240.9,1249.31
1242.65,1250.78
1251.0,1260.25
1254.6,1238.97
1260.6,1246.17
1260.35,1243.32
1264.55,1243.5
1264.55,1254.77
1279.4,1263.99
1291.0,1262.7
1312.05,1298.52
1314.9,1277.55
1314.5,1280.36
1317.15,1294.95
1319.95,1328.33
1311.0,1305.0
1319.75,1296.7
1323.05,1337.64
1326.8,1333.95
1339.25,1336.61
1333.85,1342.35
1335.65,1342.61
1332.2,1347.11
1334.95,1315.31
1332.6,1350.85
1333.4,1315.99
1353.7,1318.12
1354.95,1345.13
1353.15,1374.29
1343.85,1353.93
1344.9,1336.52
1345.05,1328.74
1341.35,1327.87
1331.15,1345.72
1333.6,1332.93
1331.4,1335.34
1324.65,1359.25
1315.45,1350.48
1314.1,1324.49
1322.3,1301.46
1325.35,1329.84
1336.25,1351.81
1352.45,1346.15
1352.1,1346.09
1346.6,1338.48
1339.85,1338.23
1330.5,1332.9
1328.35,1329.32
1327.95,1351.86
1333.5,1311.0
1325.75,1324.77
1317.85,1349.79
1307.75,1312.35
1322.3,1296.13
1320.4,1367.86
1331.4,1334.51
1329.4,1338.02
1321.0,1326.41
1320.6,1347.79
1319.15,1324.25
1322.75,1330.14
1323.55,1316.96
1318.75,1328.23
1310.1,1329.57
1312.4,1315.7
1311.0,1310.89
1321.35,1324.14
1329.15,1346.82
1346.6,1328.02
1352.4,1355.85
1341.45,1357.31
1332.45,1345.66
1323.85,1339.93
1333.45,1323.95
1337.3,1349.27
1327.7,1363.88
1331.2,1308.72
1331.95,1324.66
1338.95,1293.45
1350.75,1320.79
1341.35,1342.4
1343.7,1365.07
1349.35,1347.53
1342.1,1356.71
1351.45,1334.87
1348.6,1358.4
1336.75,1351.44
1324.3,1282.84
1328.85,1340.93
1321.65,1320.02
1320.7,1337.72
1321.5,1308.69
1313.2,1320.01
1307.1,1297.85
1304.2,1287.11
1315.05,1287.45
1309.4,1320.09
1306.6,1314.57
1313.85,1290.0
1318.8,1326.46
1324.35,1327.89
1319.85,1323.07
1295.0,1330.53
1291.25,1276.88
1289.5,1304.61
1288.3,1302.87
1288.35,1287.53
1293.05,1279.19
1289.0,1273.8
1304.85,1284.52
1303.5,1296.7
1295.5,1310.83
1300.7,1275.55
1305.35,1300.95
1294.6,1315.29
1295.45,1307.96
1292.05,1283.67
1300.1,1312.77
1297.25,1326.02
1298.25,1286.57
1299.6,1285.03
1298.65,1287.72
1296.15,1315.59
1302.75,1294.63
1285.25,1262.04
1281.55,1285.93
1276.15,1282.22
1274.2,1263.14
1266.15,1228.83
1269.15,1211.75
1268.7,1254.58
1260.3,1269.24
1254.6,1274.16
1251.55,1233.98
1250.45,1244.65
1247.8,1237.65
1251.75,1265.1
1255.65,1255.58
1255.5,1247.64
1255.35,1245.74
1262.05,1262.77
1254.0,1243.16
1251.4,1269.74
1245.9,1252.42
1241.7,1242.35
1241.1,1241.71
1232.8,1248.33
1224.5,1240.8
1217.55,1219.53
1228.75,1219.39
1224.95,1218.84
1228.35,1177.79
1231.5,1192.34
1228.25,1284.24
1223.95,1227.77
1223.8,1223.95
1220.95,1233.01
1219.0,1208.39
1215.45,1224.48
1216.3,1195.59
1209.65,1168.71
1212.35,1217.86
1209.55,1221.48
1214.35,1196.52
1214.4,1219.82
1200.35,1199.1
1197.0,1208.41
1182.0,1209.83
1180.4,1204.1
1178.4,1173.65
1184.35,1179.12
1190.95,1175.05
1196.65,1171.18
1192.35,1188.62
1197.7,1173.6
1212.25,1185.8
1204.2,1217.82
1197.3,1210.39
1202.45,1186.3
1200.05,1164.62
1190.85,1181.15
1196.7,1191.75
1205.15,1195.43
1198.9,1228.33
1196.6,1213.74
1189.85,1192.23
1195.6,1183.14
1209.8,1211.55
1201.95,1212.1
1201.9,1190.86
1200.2,1241.83
1203.3,1207.33
1208.35,1220.26
1198.7,1220.85
1202.75,1216.72
1201.9,1206.22
1194.25,1219.76
1185.4,1172.57
1187.25,1201.97
1189.35,1145.64
1204.7,1186.18
1201.2,1205.53
1203.45,1215.58
1203.8,1210.84
1186.95,1215.92
1185.55,1199.39
1188.6,1197.4
1205.55,1203.41
1219.75,1189.15
1229.95,1207.14
1230.7,1221.8
1229.05,1217.52
1223.0,1250.16
1227.85,1203.86
1222.3,1249.35
1235.95,1251.97
1230.55,1236.52
1230.8,1231.32
1233.85,1254.4
1230.8,1231.99
1225.4,1222.16
1214.95,1202.66
1231.15,1209.92
1232.1,1216.08
1232.25,1231.89
1231.6,1229.04
1229.95,1225.04
1224.15,1233.51
1211.4,1200.43
1205.55,1226.19
1202.1,1189.95
1203.25,1215.65
1211.85,1212.19
1222.4,1197.05
1221.6,1227.91
1223.0,1250.33
1226.1,1228.85
1227.05,1204.91
1223.65,1203.63
1223.4,1188.09
1221.2,1176.92
1213.25,1199.92
1226.25,1165.19
1217.55,1225.28
1230.3,1235.62
1240.3,1251.65
1235.9,1235.14
1242.55,1237.38
1243.3,1262.2
1245.35,1262.85
1245.3,1247.97
1245.75,1262.76
1242.75,1214.17
1235.35,1239.0
1241.65,1249.97
1246.3,1230.9
1255.0,1239.58
1259.75,1260.37
1258.15,1265.63
1268.0,1258.91
1279.0,1258.23
1282.9,1279.5
1290.45,1304.07
1279.9,1285.93
1292.2,1319.91
1286.45,1281.48
1288.6,1303.13
1291.9,1294.56
1288.95,1292.82
1292.75,1284.21
1294.4,1278.63
1292.3,1278.56
1290.7,1301.49
1284.2,1292.44
1279.55,1285.7
1282.1,1292.5
1279.8,1302.02
1283.7,1266.7
1293.9,1296.59
1302.15,1307.06
1307.55,1283.72
1310.7,1313.36
1323.25,1299.83
1318.7,1331.32
1312.15,1323.39
1314.2,1296.4
1312.4,1299.17
1310.0,1302.5
1314.85,1317.79
1306.4,1341.66
1310.0,1311.96
1312.8,1338.62
1311.45,1294.41
1316.55,1293.99
1325.5,1290.05
1334.15,1351.27
1343.75,1313.61
1331.25,1343.66
1329.05,1338.87
1331.05,1321.26
1325.05,1328.78
1322.85,1329.13
1319.15,1367.58
1311.95,1346.64
1285.4,1340.33
1283.8,1299.11
1285.85,1270.18
1285.3,1282.55
1296.75,1302.45
1292.75,1306.87
1297.05,1297.9
1306.95,1288.24
1295.55,1303.53
1303.5,1273.67
1305.6,1292.02
1307.7,1292.18
1303.7,1289.52
1309.6,1294.95
1311.3,1309.8
1319.55,1296.16
1316.3,1319.92
1309.7,1300.84
1295.15,1278.4
1295.4,1282.61
1293.5,1299.02
1290.3,1303.98
1290.45,1284.25
1283.15,1304.28
1288.45,1284.79
1300.0,1287.76
1303.0,1307.59
1305.45,1298.7
1298.8,1303.7
1294.3,1319.05
1285.65,1276.63
1276.35,1271.9
1275.85,1276.01
1275.7,1281.64
1269.5,1272.38
1271.65,1272.57
1280.8,1274.79
1284.2,1289.44
1279.5,1296.32
1282.3,1276.1
1283.8,1265.39
1270.95,1284.35
1278.55,1286.37
1281.2,1315.09
1285.2,1297.27
1286.1,1276.88
1287.1,1276.65
1295.6,1305.85
1298.4,1297.97
1299.1,1279.21
1291.7,1306.27
1280.8,1285.25
1276.85,1269.26
1271.15,1289.59
1273.8,1264.33
1283.65,1293.04
1282.5,1313.33
1278.3,1282.32
1281.65,1278.62
1280.95,1276.78
1295.55,1278.88
1317.1,1301.63
1324.25,1298.07
1335.05,1369.67
1335.5,1366.56
1340.65,1317.34
1328.6,1286.62
1324.3,1353.99
1332.35,1339.42
1335.9,1322.87
1351.25,1322.18
1341.3,1388.59
1341.35,1361.63
1344.05,1325.39
1379.5,1336.99
1397.15,1371.17
1405.7,1413.54
1431.4,1396.32
1403.95,1435.14
1402.5,1403.14
1409.0,1386.67
1390.1,1400.0
1391.05,1368.32
1413.5,1376.98
1414.9,1390.06
1388.65,1422.55
1400.1,1433.54
1391.55,1377.76
1408.3,1402.75
1413.75,1425.97
1407.6,1446.07
1412.4,1409.43
1409.85,1400.79
1410.35,1424.84
1417.45,1410.02
1439.7,1414.68
1427.75,1420.71
1425.55,1438.46
1426.95,1426.87
1416.1,1428.51
1420.4,1406.33
1419.05,1427.7
1425.9,1397.99
1427.55,1410.53
1406.8,1447.94
1441.75,1388.68
1465.25,1444.92
1465.25,1455.78
1506.05,1459.05
1495.75,1478.07
1497.7,1494.95
1504.7,1504.57
1498.4,1511.83
1513.25,1507.9
1515.65,1504.95
1515.25,1509.28
1496.6,1501.12
1504.55,1499.88
1503.25,1514.67
1502.05,1518.64
1503.8,1533.27
1532.95,1515.25
1537.15,1520.86
1540.2,1526.28
1528.4,1525.17
1525.95,1548.33
1537.85,1516.79
1546.1,1523.32
1529.1,1541.23
1523.7,1502.78
1509.2,1505.4
1498.25,1524.82
1490.65,1515.38
1515.2,1485.85
1503.1,1482.04
1497.2,1534.44
1502.1,1480.6
1503.5,1523.63
1500.7,1477.9
1501.9,1526.8
1522.1,1532.19
1520.65,1526.59
1528.75,1516.66
1506.4,1515.11
1489.9,1499.54
1485.3,1483.99
1473.45,1482.42
1492.6,1494.12
1517.1,1503.33
1499.15,1517.8
1501.25,1503.99
1505.85,1506.53
1507.25,1525.8
1494.8,1520.36
1479.15,1495.65
1490.6,1483.74
1487.8,1470.98
1485.1,1476.45
1492.65,1446.06
1490.0,1495.26
1491.65,1510.27
1485.35,1504.06
1494.45,1485.95
1496.55,1505.29
1513.45,1476.94
1492.4,1504.15
1486.75,1450.96
1492.1,1485.08
1510.95,1492.54
1508.8,1536.13
1509.45,1534.57
1488.95,1512.52
1486.05,1474.62
1484.25,1482.39
1464.15,1503.13
1458.7,1454.87
1452.05,1434.58
1462.9,1443.21
1466.65,1464.48
1466.9,1479.33
1467.65,1458.02
1468.45,1478.63
1471.7,1449.72
1467.05,1466.98
1464.45,1449.0
1458.4,1444.12
1454.65,1465.63
1454.35,1478.23
1454.65,1447.43
1460.15,1430.47
1461.15,1465.37
1477.3,1485.85
1475.1,1478.19
1475.95,1480.72
1459.65,1486.88
1461.7,1435.49
1464.95,1441.85
1466.8,1466.09
1467.8,1472.11
1466.6,1472.83
1477.9,1449.24
1475.8,1498.63
1474.05,1478.94
1476.7,1472.12
1479.0,1479.97
1482.1,1487.97
1511.5,1480.93
1514.75,1501.86
1527.1,1509.09
1548.75,1538.42
1573.1,1558.78
1567.85,1572.56
1571.95,1559.55
1550.75,1574.14
1553.6,1551.53
1549.9,1541.2
1545.1,1548.21
1549.0,1564.93
1554.55,1505.61
1557.6,1534.54
1560.15,1563.82
1551.3,1564.36
1556.9,1536.82
1562.9,1588.56
1564.3,1563.98
1580.1,1546.83
1574.0,1577.23
1573.45,1564.4
1578.25,1560.2
1584.2,1558.01
1574.75,1586.17
1558.35,1580.19
1553.3,1560.54
1563.3,1556.1
1572.65,1564.69
1573.2,1566.4
1570.5,1548.59
1563.7,1587.58
1575.05,1549.88
1581.4,1554.96
1580.8,1550.05
1589.85,1569.24
1604.2,1587.64
1619.0,1605.35
1643.3,1630.86
1671.65,1618.38
1650.3,1659.13
1634.9,1648.09
1652.0,1640.8
1609.85,1671.64
1599.65,1611.99
1615.5,1606.79
1641.85,1575.9
1659.6,1642.11
1683.65,1659.17
1672.5,1682.69
1655.7,1697.87
1653.75,1665.07
1570.7,1686.87
1562.8,1570.07
1487.7,1564.55
1536.2,1449.95
1498.2,1519.95
1474.25,1513.88
1494.4,1489.32
1525.4,1475.72
1605.75,1505.57
1605.45,1605.39
1634.8,1587.71
1617.3,1615.0
1618.3,1602.48
1608.95,1606.48
1576.55,1586.45
1616.8,1561.65
1613.1,1598.64
1648.3,1616.79
1649.25,1640.57
1647.8,1625.79
1680.65,1648.44
1741.9,1674.06
1718.65,1715.41
1729.5,1727.37
1692.55,1719.63
1686.2,1670.69
1682.05,1689.27
1710.55,1674.02
1736.25,1701.48
1715.9,1736.8
1714.95,1685.43
1691.55,1723.41
1703.35,1691.77
1702.75,1706.26
1686.25,1722.86
1709.1,1756.2
1699.55,1688.32
1691.5,1687.52
1704.05,1686.14
1702.75,1687.14
1702.4,1679.35
1708.4,1702.16
1731.6,1712.25
1735.35,1722.65
1734.7,1713.24
1737.95,1725.92
1748.3,1725.56
1724.9,1735.13
1733.55,1716.96
1720.25,1706.71
1694.6,1712.44
1717.35,1764.93
1728.7,1727.11
1730.6,1731.24
1742.15,1742.91
1705.35,1766.87
1700.05,1696.43
1683.45,1716.38
1690.35,1686.05
1713.5,1677.35
1722.05,1697.39
1738.25,1730.23
1733.5,1713.08
1710.45,1745.16
1719.85,1685.46
1724.35,1713.26
1719.5,1731.04
1734.75,1712.02
1761.85,1733.76
1768.9,1768.53
1766.05,1782.81
1756.55,1789.86
1747.6,1739.08
1771.6,1719.51
1768.1,1789.8
1771.05,1765.63
1777.45,1782.15
1772.9,1759.33
1787.9,1772.94
1789.55,1805.73
1811.1,1800.03
1812.1,1822.36
1803.1,1784.27
1807.5,1812.4
1801.9,1812.69
1804.6,1817.84
1807.7,1812.49
1807.35,1805.05
1815.65,1793.5
1842.55,1808.67
1852.4,1884.73
1878.3,1854.25
1902.1,1858.1
1936.65,1900.62
1940.9,1922.3
1950.9,1943.29
1957.65,1933.49
1964.9,1934.14
1958.55,1965.23
1977.9,1953.76
2048.15,1974.49
2067.15,2033.8
2031.15,2072.03
2044.5,2008.52
1939.65,2051.95
1931.9,1948.27
1944.25,1957.22
1944.75,1956.41
1972.85,1949.64
2008.75,1962.04
1981.0,1989.95
1927.15,1996.6
1924.35,1915.19
1943.95,1937.35
1911.15,1954.12
1932.95,1921.49
1923.85,1937.49
1957.35,1950.16
1972.35,1979.2
1947.05,1945.64
1940.45,1964.32
1926.3,1953.82
1928.45,1927.94
1910.95,1968.76
1947.2,1891.55
1966.25,1936.79
1947.4,1960.28
1958.7,1924.02
1949.35,1974.19
1961.8,1950.07
1936.25,1977.41
1950.85,1916.78
1909.35,1936.35
1906.0,1903.86
1873.4,1891.16
1861.75,1873.5
1859.7,1868.1
1864.3,1878.94
1883.95,1852.0
1886.9,1889.6
1902.0,1865.58
1903.05,1896.37
1909.6,1878.73
1913.4,1910.22
1884.5,1924.97
1887.45,1874.68
1923.25,1880.16
1925.5,1951.22
1891.3,1915.1
1910.05,1896.02
1891.9,1930.18
1905.05,1953.9
1905.6,1924.22
1898.4,1893.11
1924.15,1888.21
1900.95,1918.34
1903.65,1902.72
1898.45,1896.44
1905.7,1911.51
1869.95,1907.46
1870.3,1848.69
1881.85,1879.11
1889.9,1903.7
1908.3,1894.0
1900.15,1880.81
1938.45,1874.0
1940.8,1939.03
1867.3,1922.15
1878.7,1847.15
1860.95,1860.98
1874.85,1878.82
1890.9,1882.11
1885.6,1888.42
1889.05,1899.15
1876.1,1908.89
1857.35,1891.37
1875.7,1847.0
1840.2,1865.89
1799.6,1827.49
1810.2,1792.71
1807.4,1838.96
1779.3,1783.32
1762.55,1783.78
1810.75,1736.67
1822.6,1805.95
1832.35,1827.36
1843.0,1837.53
1859.95,1823.65
1868.15,1867.55
1841.75,1874.16
1844.35,1842.38
1842.0,1831.52
1831.15,1830.91
1850.65,1806.31
1851.95,1841.72
1890.75,1837.37
1879.75,1898.36
1880.0,1884.02
1877.1,1875.56
1875.0,1876.98
1874.3,1826.4
1887.6,1870.87
1943.2,1907.92
1940.35,1955.19
1931.95,1942.64
1920.1,1933.41
1862.9,1920.64
1847.25,1884.55
1841.25,1838.75
1858.85,1849.42
1841.75,1854.73
1839.0,1828.29
1833.05,1830.55
1834.7,1824.05
1856.6,1913.76
1862.1,1855.74
1852.7,1886.01
1856.85,1852.72
1856.6,1842.81
1843.0,1812.41
1853.7,1834.23
1863.8,1931.69
1862.95,1849.65
1833.1,1846.72
1835.45,1838.85
1785.9,1844.77
1802.95,1789.0
1835.25,1772.0
1839.6,1842.77
1842.65,1919.46
1840.1,1843.16
1816.35,1818.58
1817.3,1819.71
1794.25,1825.68
1780.7,1779.24
1773.15,1803.31
1786.2,1765.23
1807.45,1797.17
1799.65,1805.81
1788.0,1803.65
1779.65,1785.28
1742.85,1763.76
1734.15,1734.56
1723.85,1741.58
1711.4,1755.3
1712.1,1716.19
1696.25,1708.03
1687.05,1690.28
1716.9,1692.79
1716.2,1734.27
1724.25,1720.1
1704.8,1725.64
1723.65,1701.63
1735.0,1715.67
1729.65,1713.75
1725.9,1725.24
1735.2,1708.37
1736.15,1724.82
1726.2,1740.24
1730.5,1727.14
1737.3,1744.78
1731.8,1714.09
1705.95,1767.02
1683.95,1702.91
1691.05,1699.3
1726.05,1691.16
1744.65,1733.7
1738.05,1741.25
1755.5,1711.79
1741.2,1784.2
1732.85,1742.5
1747.95,1719.32
1735.55,1753.13
1757.2,1721.03
1774.45,1796.43
1774.5,1782.62
1777.85,1762.12
1798.2,1746.75
1787.75,1805.46
1781.8,1765.79
1773.35,1769.39
1784.15,1766.48
1772.2,1789.81
1762.65,1763.48
1767.65,1737.62
1797.75,1777.08
1782.25,1817.56
1813.15,1774.89
1836.55,1830.86
1840.45,1836.72
1829.1,1836.01
1830.7,1857.8
1821.8,1860.98
1838.1,1817.28
1853.7,1823.71
1866.75,1869.84
1888.45,1854.4
1878.3,1867.75
1875.9,1887.88
1880.15,1868.53
1887.0,1874.97
1899.75,1891.16
1891.45,1892.26
1899.95,1872.3
1899.35,1893.55
1902.75,1917.04
1866.55,1936.7
1890.6,1845.44
1888.4,1907.93
1893.15,1902.79
1894.6,1907.17
1888.65,1901.95
1881.05,1886.19
1865.6,1868.29
1865.1,1882.73
1860.75,1866.33
1778.7,1878.71
1773.1,1766.87
1775.05,1748.49
1775.05,1754.85
1791.6,1754.44
1784.85,1773.68
1786.65,1807.91
1780.3,1768.65
1755.45,1793.71
1763.15,1742.99
1781.5,1758.81
1786.15,1782.81
1791.35,1793.04
1809.85,1795.28
1804.65,1814.63
1807.7,1817.85
1806.0,1801.05
1792.4,1828.53
1813.85,1796.67
1823.2,1807.63
1823.75,1842.1
1824.3,1809.61
1814.9,1830.54
1823.05,1830.96
1802.15,1846.63
1799.45,1807.09
1799.6,1810.29
1800.2,1787.08
1800.35,1793.59
1796.6,1803.19
1829.3,1830.61
1825.75,1803.49
1811.45,1848.77
1812.65,1805.3
1829.1,1786.05
1800.75,1844.66
1762.9,1812.94
1738.85,1785.92
1723.35,1738.61
1743.6,1722.74
1747.4,1746.24
1773.85,1767.09
1786.35,1809.3
1789.45,1791.6
1783.45,1783.31
1782.05,1801.04
1779.05,1775.09
1802.0,1795.92
1808.45,1798.36
1788.7,1793.21
1786.6,1802.73
1798.5,1779.44
1814.85,1820.7
1811.8,1833.93
1812.55,1806.92
1823.7,1811.74
1821.6,1800.68
1802.15,1830.48
1786.0,1799.88
1788.25,1763.69
1794.6,1788.13
