日期(月/日/年),资金
2/11/17,2.49
2/12/17,2.5
2/13/17,2.5
2/14/17,2.5
2/15/17,2.53
2/16/17,2.59
2/17/17,2.59
2/18/17,2.64
2/19/17,2.63
2/20/17,2.63
2/21/17,2.81
2/22/17,2.81
2/23/17,2.83
2/24/17,2.94
2/25/17,2.88
2/26/17,2.88
2/27/17,2.92
2/28/17,2.91
3/1/17,2.92
3/2/17,3.09
3/3/17,3.15
3/4/17,3.15
3/5/17,3.11
3/6/17,3.12
3/7/17,3.13
3/8/17,3.07
3/9/17,3.1
3/10/17,3.1
3/11/17,3.07
3/12/17,3.2
3/13/17,3.2
3/14/17,3.25
3/15/17,3.28
3/16/17,3.28
3/17/17,3.22
3/18/17,3.22
3/19/17,3.22
3/20/17,3.42
3/21/17,3.65
3/22/17,3.63
3/23/17,3.56
3/24/17,3.56
3/25/17,3.56
3/26/17,3.6
3/27/17,3.9
3/28/17,3.91
3/29/17,3.91
3/30/17,3.9
3/31/17,3.89
4/1/17,4.09
4/2/17,4.14
4/3/17,4.07
4/4/17,4.3
4/5/17,4.27
4/6/17,4.27
4/7/17,4.48
4/8/17,4.44
4/9/17,4.45
4/10/17,4.54
4/11/17,4.61
4/12/17,4.58
4/13/17,4.49
4/14/17,4.49
4/15/17,4.49
4/16/17,4.49
4/17/17,4.49
4/18/17,4.49
4/19/17,4.56
4/20/17,4.65
4/21/17,4.63
4/22/17,4.72
4/23/17,4.71
4/24/17,4.65
4/25/17,4.79
4/26/17,4.9
4/27/17,4.82
4/28/17,4.98
4/29/17,4.99
4/30/17,4.98
5/1/17,5.29
5/2/17,5.42
5/3/17,5.4
5/4/17,5.63
5/5/17,5.72
5/6/17,5.67
5/7/17,5.73
5/8/17,6.12
5/9/17,6.16
5/10/17,6.58
5/11/17,6.8
5/12/17,6.83
5/13/17,6.7
5/14/17,6.7
5/15/17,6.7
5/16/17,6.7
5/17/17,6.83
5/18/17,6.74
5/19/17,7.41
5/20/17,7.76
5/21/17,7.61
5/22/17,7.76
5/23/17,8.49
5/24/17,8.37
5/25/17,8.86
5/26/17,8.69
5/27/17,8.78
5/28/17,8.61
5/29/17,8.76
5/30/17,8.81
5/31/17,8.79
6/1/17,9.23
6/2/17,9.27
6/3/17,9.72
6/4/17,9.68
6/5/17,9.73
6/6/17,11.09
6/7/17,10.87
6/8/17,10.87
6/9/17,11.23
6/10/17,11.3
6/11/17,11.51
6/12/17,11.28
6/13/17,11.44
6/14/17,11.26
6/15/17,11.04
6/16/17,11.04
6/17/17,11.04
6/18/17,11.04
6/19/17,11.3
6/20/17,11.23
6/21/17,11.54
6/22/17,11.78
6/23/17,11.72
6/24/17,11.49
6/25/17,11.49
6/26/17,11.49
6/27/17,11.49
6/28/17,11.57
6/29/17,11.45
6/30/17,11.23
7/1/17,11.23
7/2/17,11.23
7/3/17,11.65
7/4/17,11.83
7/5/17,11.83
7/6/17,11.88
7/7/17,11.65
7/8/17,11.65
7/9/17,11.65
7/10/17,11.65
7/11/17,11.65
7/12/17,11.71
7/13/17,11.56
7/14/17,11.48
7/15/17,11.25
7/16/17,11.25
7/17/17,11.25
7/18/17,13.39
7/19/17,13.13
7/20/17,13.13
7/21/17,15.24
7/22/17,15.95
7/23/17,16.05
7/24/17,15.74
7/25/17,15.74
7/26/17,15.74
7/27/17,15.93
7/28/17,16.74
7/29/17,16.76
7/30/17,16.53
7/31/17,17.26
8/1/17,17.24
8/2/17,16.9
8/3/17,17.19
8/4/17,17.16
8/5/17,19.79
8/6/17,20.0
8/7/17,19.74
8/8/17,21.26
8/9/17,20.84
8/10/17,20.84
8/11/17,22.22
8/12/17,23.57
8/13/17,23.67
8/14/17,26.21
8/15/17,25.81
8/16/17,25.58
8/17/17,26.49
8/18/17,25.97
8/19/17,25.97
8/20/17,25.97
8/21/17,25.97
8/22/17,25.97
8/23/17,26.67
8/24/17,27.73
8/25/17,27.68
8/26/17,27.86
8/27/17,27.82
8/28/17,27.72
8/29/17,29.44
8/30/17,29.36
8/31/17,29.28
9/1/17,31.38
9/2/17,30.76
9/3/17,30.76
9/4/17,30.76
9/5/17,31.16
9/6/17,30.55
9/7/17,31.79
9/8/17,31.17
9/9/17,31.17
9/10/17,31.17
9/11/17,31.17
9/12/17,31.17
9/13/17,31.17
9/14/17,31.17
9/15/17,31.17
9/16/17,35.76
9/17/17,35.59
9/18/17,34.95
9/19/17,37.47
9/20/17,37.79
9/21/17,37.05
9/22/17,37.05
9/23/17,37.71
9/24/17,37.72
9/25/17,39.37
9/26/17,39.05
9/27/17,38.76
9/28/17,41.97
9/29/17,41.89
9/30/17,41.6
10/1/17,43.56
10/2/17,43.82
10/3/17,43.89
10/4/17,43.03
10/5/17,43.32
10/6/17,43.12
10/7/17,43.7
10/8/17,45.96
10/9/17,45.99
10/10/17,47.75
10/11/17,48.12
10/12/17,48.15
10/13/17,55.56
10/14/17,57.31
10/15/17,58.17
10/16/17,57.03
10/17/17,57.03
10/18/17,57.03
10/19/17,57.24
10/20/17,59.76
10/21/17,59.83
10/22/17,59.8
10/23/17,58.73
10/24/17,58.97
10/25/17,57.81
10/26/17,58.91
10/27/17,58.88
10/28/17,57.75
10/29/17,61.54
10/30/17,61.35
10/31/17,63.87
11/1/17,66.64
11/2/17,67.51
11/3/17,71.97
11/4/17,74.37
11/5/17,73.65
11/6/17,72.21
11/7/17,72.21
11/8/17,72.21
11/9/17,72.21
11/10/17,72.21
11/11/17,72.21
11/12/17,72.21
11/13/17,81.12
11/14/17,80.42
11/15/17,90.42
11/16/17,96.78
11/17/17,97.45
11/18/17,96.81
11/19/17,99.17
11/20/17,99.69
11/21/17,99.81
11/22/17,102.39
11/23/17,102.0
11/24/17,102.18
11/25/17,107.83
11/26/17,108.59
11/27/17,120.35
11/28/17,123.25
11/29/17,122.84
11/30/17,125.67
12/1/17,134.79
12/2/17,134.74
12/3/17,140.35
12/4/17,143.47
12/5/17,143.55
12/6/17,167.7
12/7/17,204.37
12/8/17,208.81
12/9/17,204.72
12/10/17,204.72
12/11/17,204.72
12/12/17,230.11
12/13/17,225.6
12/14/17,225.6
12/15/17,241.86
12/16/17,265.36
12/17/17,262.38
12/18/17,258.05
12/19/17,252.99
12/20/17,252.99
12/21/17,252.99
12/22/17,252.99
12/23/17,252.99
12/24/17,252.99
12/25/17,252.99
12/26/17,252.99
12/27/17,281.39
12/28/17,275.87
12/29/17,275.87
12/30/17,275.87
12/31/17,289.9
1/1/18,284.22
1/2/18,303.08
1/3/18,304.04
1/4/18,303.76
1/5/18,346.88
1/6/18,349.81
1/7/18,346.51
1/8/18,339.72
1/9/18,339.72
1/10/18,339.72
1/11/18,339.72
1/12/18,348.49
1/13/18,345.44
1/14/18,346.99
1/15/18,350.98
1/16/18,344.1
1/17/18,344.1
1/18/18,344.29
1/19/18,339.11
1/20/18,393.0
1/21/18,385.29
1/22/18,385.29
1/23/18,385.29
1/24/18,385.29
1/25/18,385.29
1/26/18,385.29
1/27/18,396.84
1/28/18,393.62
1/29/18,386.09
1/30/18,378.52
1/31/18,378.52
2/1/18,378.52
2/2/18,378.52
2/3/18,378.52
2/4/18,378.52
2/5/18,378.52
2/6/18,378.52
2/7/18,434.03
2/8/18,441.56
2/9/18,441.8
2/10/18,445.81
2/11/18,447.07
2/12/18,438.3
2/13/18,457.92
2/14/18,497.17
2/15/18,504.47
2/16/18,539.38
2/17/18,577.45
2/18/18,590.44
2/19/18,591.78
2/20/18,606.66
2/21/18,598.97
2/22/18,587.23
2/23/18,589.11
2/24/18,589.64
2/25/18,578.08
2/26/18,604.85
2/27/18,603.15
2/28/18,606.11
3/1/18,643.47
3/2/18,638.9
3/3/18,662.04
3/4/18,668.07
3/5/18,673.13
3/6/18,659.93
3/7/18,659.93
3/8/18,659.93
3/9/18,659.93
3/10/18,659.93
3/11/18,659.93
3/12/18,676.88
3/13/18,674.81
3/14/18,674.72
3/15/18,661.49
3/16/18,661.89
3/17/18,648.91
3/18/18,648.91
3/19/18,654.92
3/20/18,669.99
3/21/18,696.63
3/22/18,682.97
3/23/18,682.97
3/24/18,682.97
3/25/18,682.97
3/26/18,682.97
3/27/18,682.97
3/28/18,682.97
3/29/18,682.97
3/30/18,682.97
3/31/18,682.97
4/1/18,682.97
4/2/18,682.97
4/3/18,705.23
4/4/18,706.76
4/5/18,692.9
4/6/18,692.9
4/7/18,692.9
4/8/18,718.53
4/9/18,704.44
4/10/18,704.44
4/11/18,705.07
4/12/18,798.88
4/13/18,808.41
4/14/18,818.09
4/15/18,849.06
4/16/18,851.84
4/17/18,835.14
4/18/18,846.71
4/19/18,847.85
4/20/18,918.03
4/21/18,913.31
4/22/18,926.11
4/23/18,926.45
4/24/18,990.92
4/25/18,1001.56
4/26/18,981.92
4/27/18,981.92
4/28/18,981.92
4/29/18,1006.41
4/30/18,998.35
5/1/18,996.19
5/2/18,994.24
5/3/18,1039.29
5/4/18,1051.59
5/5/18,1056.98
5/6/18,1038.31
5/7/18,1038.45
5/8/18,1018.09
5/9/18,1018.09
5/10/18,1018.09
5/11/18,1018.09
5/12/18,1018.09
5/13/18,1018.09
5/14/18,1020.36
5/15/18,1003.78
5/16/18,999.02
5/17/18,979.43
5/18/18,979.43
5/19/18,979.43
5/20/18,991.5
5/21/18,977.3
5/22/18,978.59
5/23/18,959.4
5/24/18,959.4
5/25/18,959.4
5/26/18,959.4
5/27/18,959.4
5/28/18,959.4
5/29/18,959.4
5/30/18,959.4
5/31/18,959.4
6/1/18,959.49
6/2/18,973.5
6/3/18,972.48
6/4/18,955.05
6/5/18,969.75
6/6/18,970.22
6/7/18,977.46
6/8/18,970.31
6/9/18,969.72
6/10/18,950.71
6/11/18,950.71
6/12/18,950.71
6/13/18,950.71
6/14/18,980.96
6/15/18,979.54
6/16/18,960.65
6/17/18,954.01
6/18/18,951.26
6/19/18,994.24
6/20/18,990.95
6/21/18,997.76
6/22/18,978.2
6/23/18,978.2
6/24/18,978.2
6/25/18,978.2
6/26/18,978.2
6/27/18,978.2
6/28/18,978.2
6/29/18,978.2
6/30/18,1010.08
7/1/18,1034.67
7/2/18,1049.49
7/3/18,1075.52
7/4/18,1070.14
7/5/18,1071.78
7/6/18,1064.01
7/7/18,1070.3
7/8/18,1096.15
7/9/18,1091.36
7/10/18,1069.96
7/11/18,1069.96
7/12/18,1069.96
7/13/18,1069.96
7/14/18,1069.96
7/15/18,1069.96
7/16/18,1093.56
7/17/18,1153.24
7/18/18,1229.07
7/19/18,1241.62
7/20/18,1246.93
7/21/18,1231.31
7/22/18,1250.83
7/23/18,1290.88
7/24/18,1295.11
7/25/18,1385.1
7/26/18,1374.38
7/27/18,1347.43
7/28/18,1361.35
7/29/18,1365.36
7/30/18,1367.78
7/31/18,1340.96
8/1/18,1340.96
8/2/18,1340.96
8/3/18,1340.96
8/4/18,1340.96
8/5/18,1340.96
8/6/18,1340.96
8/7/18,1340.96
8/8/18,1340.96
8/9/18,1340.96
8/10/18,1340.96
8/11/18,1340.96
8/12/18,1351.54
8/13/18,1359.24
8/14/18,1338.91
8/15/18,1362.58
8/16/18,1358.29
8/17/18,1351.89
8/18/18,1378.44
8/19/18,1371.45
8/20/18,1389.12
8/21/18,1370.85
8/22/18,1408.11
8/23/18,1380.5
8/24/18,1393.7
8/25/18,1431.14
8/26/18,1435.15
8/27/18,1431.1
8/28/18,1490.9
8/29/18,1507.54
8/30/18,1477.98
8/31/18,1477.98
9/1/18,1477.98
9/2/18,1496.31
9/3/18,1499.0
9/4/18,1499.85
9/5/18,1470.44
9/6/18,1470.44
9/7/18,1470.44
9/8/18,1470.44
9/9/18,1470.44
9/10/18,1470.44
9/11/18,1470.44
9/12/18,1470.44
9/13/18,1470.44
9/14/18,1481.04
9/15/18,1485.5
9/16/18,1486.35
9/17/18,1458.6
9/18/18,1434.91
9/19/18,1445.34
9/20/18,1462.7
9/21/18,1520.0
9/22/18,1539.63
9/23/18,1529.22
9/24/18,1513.01
9/25/18,1500.28
9/26/18,1474.11
9/27/18,1489.34
9/28/18,1523.66
9/29/18,1493.78
9/30/18,1493.78
10/1/18,1493.78
10/2/18,1493.78
10/3/18,1493.78
10/4/18,1493.78
10/5/18,1493.78
10/6/18,1493.78
10/7/18,1493.78
10/8/18,1493.78
10/9/18,1493.78
10/10/18,1493.78
10/11/18,1493.78
10/12/18,1493.78
10/13/18,1493.78
10/14/18,1493.78
10/15/18,1500.1
10/16/18,1534.18
10/17/18,1533.51
10/18/18,1526.95
10/19/18,1513.37
10/20/18,1508.54
10/21/18,1518.48
10/22/18,1512.24
10/23/18,1506.81
10/24/18,1513.06
10/25/18,1508.75
10/26/18,1505.03
10/27/18,1503.21
10/28/18,1501.19
10/29/18,1483.86
10/30/18,1466.84
10/31/18,1465.02
11/1/18,1474.48
11/2/18,1485.03
11/3/18,1485.67
11/4/18,1486.01
11/5/18,1496.49
11/6/18,1496.67
11/7/18,1520.16
11/8/18,1507.95
11/9/18,1498.35
11/10/18,1487.67
11/11/18,1482.84
11/12/18,1489.88
11/13/18,1481.4
11/14/18,1452.35
11/15/18,1452.35
11/16/18,1452.35
11/17/18,1452.35
11/18/18,1452.35
11/19/18,1452.35
11/20/18,1452.35
11/21/18,1452.35
11/22/18,1452.35
11/23/18,1452.35
11/24/18,1452.35
11/25/18,1452.35
11/26/18,1460.0
11/27/18,1431.37
11/28/18,1518.02
11/29/18,1577.33
11/30/18,1582.87
12/1/18,1551.83
12/2/18,1551.83
12/3/18,1551.83
12/4/18,1551.83
12/5/18,1551.83
12/6/18,1551.83
12/7/18,1551.83
12/8/18,1551.83
12/9/18,1551.83
12/10/18,1552.37
12/11/18,1521.93
12/12/18,1521.93
12/13/18,1521.93
12/14/18,1521.93
12/15/18,1521.93
12/16/18,1521.93
12/17/18,1547.36
12/18/18,1622.23
12/19/18,1736.95
12/20/18,1816.68
12/21/18,1886.17
12/22/18,1849.19
12/23/18,1866.94
12/24/18,1851.96
12/25/18,1815.65
12/26/18,1815.65
12/27/18,1815.65
12/28/18,1815.65
12/29/18,1860.11
12/30/18,1823.64
12/31/18,1823.64
1/1/19,1823.64
1/2/19,1837.25
1/3/19,1841.98
1/4/19,1821.41
1/5/19,1837.61
1/6/19,1868.03
1/7/19,1923.13
1/8/19,1921.3
1/9/19,1922.2
1/10/19,1884.51
1/11/19,1884.51
1/12/19,1884.51
1/13/19,1884.51
1/14/19,1884.51
1/15/19,1912.85
1/16/19,1894.27
1/17/19,1894.35
1/18/19,1900.09
1/19/19,1930.5
1/20/19,1937.54
1/21/19,1899.55
1/22/19,1899.55
1/23/19,1899.55
1/24/19,1899.55
1/25/19,1899.55
1/26/19,1899.55
1/27/19,1899.55
1/28/19,1899.55
1/29/19,1899.55
1/30/19,1899.55
1/31/19,1899.55
2/1/19,1899.55
2/2/19,1899.55
2/3/19,1899.55
2/4/19,1899.55
2/5/19,1899.55
2/6/19,1899.55
2/7/19,1899.55
2/8/19,1899.55
2/9/19,2008.4
2/10/19,2010.21
2/11/19,2022.23
2/12/19,1991.06
2/13/19,1992.68
2/14/19,1982.85
2/15/19,1975.07
2/16/19,1979.4
2/17/19,1985.63
2/18/19,2013.71
2/19/19,2145.4
2/20/19,2154.03
2/21/19,2187.3
2/22/19,2164.09
2/23/19,2185.27
2/24/19,2270.91
2/25/19,2226.38
2/26/19,2229.92
2/27/19,2220.14
2/28/19,2221.17
3/1/19,2230.93
3/2/19,2221.97
3/3/19,2220.13
3/4/19,2210.36
3/5/19,2167.02
3/6/19,2204.97
3/7/19,2207.59
3/8/19,2213.27
3/9/19,2207.09
3/10/19,2249.57
3/11/19,2236.82
3/12/19,2210.01
3/13/19,2216.51
3/14/19,2208.12
3/15/19,2212.36
3/16/19,2241.57
3/17/19,2286.81
3/18/19,2274.83
3/19/19,2277.02
3/20/19,2294.3
3/21/19,2309.84
3/22/19,2273.36
3/23/19,2277.19
3/24/19,2284.51
3/25/19,2274.37
3/26/19,2241.22
3/27/19,2247.97
3/28/19,2305.35
3/29/19,2299.01
3/30/19,2343.53
3/31/19,2342.9
4/1/19,2342.74
4/2/19,2364.59
4/3/19,2780.48
4/4/19,2824.29
4/5/19,2796.63
4/6/19,2863.56
4/7/19,2877.65
4/8/19,2955.02
4/9/19,3000.19
4/10/19,2947.29
4/11/19,3023.81
4/12/19,2964.52
4/13/19,2964.52
4/14/19,2964.52
4/15/19,2964.52
4/16/19,2964.52
4/17/19,2999.0
4/18/19,3012.69
4/19/19,3044.97
4/20/19,3045.39
4/21/19,3064.0
4/22/19,3048.16
4/23/19,3103.19
4/24/19,3184.54
4/25/19,3136.08
4/26/19,3074.59
4/27/19,3074.59
4/28/19,3074.59
4/29/19,3074.59
4/30/19,3074.59
5/1/19,3074.59
5/2/19,3074.59
5/3/19,3074.59
5/4/19,3163.61
5/5/19,3227.33
5/6/19,3197.46
5/7/19,3178.9
5/8/19,3218.74
5/9/19,3319.96
5/10/19,3437.5
5/11/19,3549.97
5/12/19,4053.43
5/13/19,3973.95
5/14/19,4367.49
5/15/19,4462.16
5/16/19,4581.75
5/17/19,4491.91
5/18/19,4491.91
5/19/19,4491.91
5/20/19,4966.75
5/21/19,4869.36
5/22/19,4869.36
5/23/19,4869.36
5/24/19,4933.11
5/25/19,5010.09
5/26/19,5052.78
5/27/19,5474.06
5/28/19,5490.11
5/29/19,5458.7
5/30/19,5423.08
5/31/19,5316.75
6/1/19,5389.78
6/2/19,5390.4
6/3/19,5506.48
6/4/19,5398.51
6/5/19,5398.51
6/6/19,5398.51
6/7/19,5398.51
6/8/19,5424.96
6/9/19,5379.55
6/10/19,5274.07
6/11/19,5427.66
6/12/19,5358.09
6/13/19,5530.98
6/14/19,5574.85
6/15/19,5883.25
6/16/19,5995.5
6/17/19,6076.38
6/18/19,6312.21
6/19/19,6188.44
6/20/19,6204.48
6/21/19,6371.36
6/22/19,6824.6
6/23/19,7131.59
6/24/19,7229.09
6/25/19,7364.8
6/26/19,7865.41
6/27/19,8644.94
6/28/19,8475.43
6/29/19,9235.87
6/30/19,9054.77
7/1/19,9054.77
7/2/19,9054.77
7/3/19,9067.45
7/4/19,10057.12
7/5/19,9859.92
7/6/19,9859.92
7/7/19,9910.9
7/8/19,10127.06
7/9/19,10864.79
7/10/19,11106.3
7/11/19,10888.53
7/12/19,10888.53
7/13/19,11099.2
7/14/19,10881.57
7/15/19,10881.57
7/16/19,11387.18
7/17/19,11163.9
7/18/19,11267.09
7/19/19,12390.13
7/20/19,12270.39
7/21/19,12537.27
7/22/19,12330.56
7/23/19,12088.78
7/24/19,12088.78
7/25/19,12088.78
7/26/19,12088.78
7/27/19,12088.78
7/28/19,12088.78
7/29/19,12088.78
7/30/19,12088.78
7/31/19,12088.78
8/1/19,12464.25
8/2/19,12862.81
8/3/19,13014.07
8/4/19,13366.34
8/5/19,13571.09
8/6/19,14569.45
8/7/19,14283.77
8/8/19,14608.45
8/9/19,14651.92
8/10/19,14481.21
8/11/19,14197.26
8/12/19,14270.02
8/13/19,14047.24
8/14/19,13771.8
8/15/19,13771.8
8/16/19,13886.2
8/17/19,13963.39
8/18/19,13768.05
8/19/19,13906.99
8/20/19,14715.27
8/21/19,14504.06
8/22/19,14219.67
8/23/19,14219.67
8/24/19,14345.94
8/25/19,14064.65
8/26/19,14064.65
8/27/19,14095.29
8/28/19,13839.06
8/29/19,13567.71
8/30/19,13567.71
8/31/19,13567.71
9/1/19,13567.71
9/2/19,13567.71
9/3/19,14141.52
9/4/19,14461.0
9/5/19,14410.45
9/6/19,14401.79
9/7/19,14119.4
9/8/19,14119.4
9/9/19,14119.4
9/10/19,14119.4
9/11/19,14119.4
9/12/19,14119.4
9/13/19,14197.96
9/14/19,14121.3
9/15/19,14117.8
9/16/19,14048.45
9/17/19,13987.41
9/18/19,13884.85
9/19/19,13840.2
9/20/19,14001.38
9/21/19,13861.35
9/22/19,13597.53
9/23/19,13670.51
9/24/19,13402.46
9/25/19,13402.46
9/26/19,13402.46
9/27/19,13402.46
9/28/19,13402.46
9/29/19,13402.46
9/30/19,13402.46
10/1/19,13549.02
10/2/19,13573.78
10/3/19,13670.18
10/4/19,13432.3
10/5/19,13300.7
10/6/19,13288.0
10/7/19,13027.45
10/8/19,13327.51
10/9/19,13291.77
10/10/19,13937.57
10/11/19,13935.91
10/12/19,13662.66
10/13/19,13662.66
10/14/19,13662.66
10/15/19,13662.66
10/16/19,13662.66
10/17/19,13662.66
10/18/19,13662.66
10/19/19,13662.66
10/20/19,13662.66
10/21/19,13850.82
10/22/19,13836.45
10/23/19,13565.15
10/24/19,13565.15
10/25/19,13565.15
10/26/19,15509.01
10/27/19,16570.19
10/28/19,17092.25
10/29/19,16757.11
10/30/19,16810.96
10/31/19,16481.33
11/1/19,16481.33
11/2/19,16481.33
11/3/19,16481.33
11/4/19,16481.33
11/5/19,16530.06
11/6/19,16340.75
11/7/19,16398.93
11/8/19,16154.79
11/9/19,15838.03
11/10/19,15838.03
11/11/19,15928.84
11/12/19,15616.51
11/13/19,15616.51
11/14/19,15616.51
11/15/19,15616.51
11/16/19,15616.51
11/17/19,15616.51
11/18/19,15616.51
11/19/19,15616.51
11/20/19,15616.51
11/21/19,15616.51
11/22/19,15616.51
11/23/19,15616.51
11/24/19,15616.51
11/25/19,15616.51
11/26/19,15804.25
11/27/19,15878.24
11/28/19,16676.63
11/29/19,16470.87
11/30/19,17194.49
12/1/19,16857.34
12/2/19,16857.34
12/3/19,16857.34
12/4/19,16857.34
12/5/19,16857.34
12/6/19,16993.51
12/7/19,17340.96
12/8/19,17243.63
12/9/19,17283.98
12/10/19,16945.08
12/11/19,16945.08
12/12/19,16945.08
12/13/19,16945.08
12/14/19,16945.08
12/15/19,16945.08
12/16/19,16945.08
12/17/19,16945.08
12/18/19,16945.08
12/19/19,18301.64
12/20/19,17966.4
12/21/19,18065.17
12/22/19,17947.16
12/23/19,18879.82
12/24/19,18509.63
12/25/19,18509.63
12/26/19,18509.63
12/27/19,18509.63
12/28/19,18509.63
12/29/19,18509.63
12/30/19,18509.63
12/31/19,18509.63
1/1/20,18509.63
1/2/20,18509.63
1/3/20,18509.63
1/4/20,19144.98
1/5/20,19201.27
1/6/20,19210.89
1/7/20,20276.2
1/8/20,21337.75
1/9/20,21016.8
1/10/20,20604.71
1/11/20,21148.31
1/12/20,20733.64
1/13/20,20733.64
1/14/20,20733.64
1/15/20,22175.87
1/16/20,22104.32
1/17/20,21873.94
1/18/20,22321.12
1/19/20,22347.48
1/20/20,21909.29
1/21/20,21909.29
1/22/20,21909.29
1/23/20,21909.29
1/24/20,21909.29
1/25/20,21909.29
1/26/20,21909.29
1/27/20,22153.08
1/28/20,22945.89
1/29/20,24209.57
1/30/20,23936.46
1/31/20,24510.53
2/1/20,24075.64
2/2/20,24189.96
2/3/20,24026.09
2/4/20,23632.94
2/5/20,23632.94
2/6/20,24800.79
2/7/20,25163.87
2/8/20,25297.69
2/9/20,25554.55
2/10/20,26213.05
2/11/20,25699.07
2/12/20,26270.46
2/13/20,26472.23
2/14/20,26186.22
2/15/20,26508.61
2/16/20,25988.83
2/17/20,25988.83
2/18/20,25988.83
2/19/20,26730.95
2/20/20,26206.81
2/21/20,26206.81
2/22/20,26206.81
2/23/20,26206.81
2/24/20,26542.58
2/25/20,26022.14
2/26/20,26022.14
2/27/20,26022.14
2/28/20,26022.14
2/29/20,26022.14
3/1/20,26022.14
3/2/20,26643.83
3/3/20,26643.83
3/4/20,26170.07
3/5/20,26183.7
3/6/20,27105.89
3/7/20,27370.45
3/8/20,26833.77
3/9/20,26833.77
3/10/20,26833.77
3/11/20,26833.77
3/12/20,26833.77
3/13/20,26833.77
3/14/20,30549.44
3/15/20,29950.43
3/16/20,30398.61
3/17/20,29802.56
3/18/20,31143.81
3/19/20,31449.69
3/20/20,36012.72
3/21/20,36194.32
3/22/20,35981.62
3/23/20,35276.1
3/24/20,38620.65
3/25/20,40202.56
3/26/20,39786.61
3/27/20,40174.41
3/28/20,39386.68
3/29/20,39386.68
3/30/20,39386.68
3/31/20,42025.34
4/1/20,42176.18
4/2/20,43649.72
4/3/20,44674.82
4/4/20,44232.34
4/5/20,45085.41
4/6/20,44467.03
4/7/20,48179.0
4/8/20,47275.87
4/9/20,48322.22
4/10/20,47854.16
4/11/20,46915.84
4/12/20,46915.84
4/13/20,46915.84
4/14/20,46915.84
4/15/20,46915.84
4/16/20,46915.84
4/17/20,49387.88
4/18/20,48850.55
4/19/20,50409.28
4/20/20,49511.28
4/21/20,48540.47
4/22/20,48540.47
4/23/20,49522.59
4/24/20,51929.69
4/25/20,52134.42
4/26/20,52429.15
4/27/20,53469.12
4/28/20,54103.8
4/29/20,53927.89
4/30/20,60958.01
5/1/20,59924.22
