日期(月/日/年),资金
10/26/17,5491.28
10/27/17,5488.19
10/28/17,5382.78
10/29/17,5735.69
10/30/17,5718.04
10/31/17,5953.0
11/1/17,6210.8
11/2/17,6291.56
11/3/17,6706.9
11/4/17,6930.37
11/5/17,6863.7
11/6/17,6729.12
11/7/17,6729.12
11/8/17,6729.12
11/9/17,6729.12
11/10/17,6729.12
11/11/17,6729.12
11/12/17,6729.12
11/13/17,7559.61
11/14/17,7494.29
11/15/17,8426.57
11/16/17,9019.32
11/17/17,9081.34
11/18/17,9021.75
11/19/17,9241.62
11/20/17,9290.17
11/21/17,9301.8
11/22/17,9542.12
11/23/17,9505.98
11/24/17,9522.44
11/25/17,10049.2
11/26/17,10120.05
11/27/17,11215.86
11/28/17,11486.17
11/29/17,11447.5
11/30/17,11711.06
12/1/17,12561.1
12/2/17,12556.45
12/3/17,13078.96
12/4/17,13370.03
12/5/17,13377.4
12/6/17,15627.61
12/7/17,19044.88
12/8/17,19459.1
12/9/17,19077.55
12/10/17,19077.55
12/11/17,19077.55
12/12/17,21443.34
12/13/17,21022.88
12/14/17,21022.88
12/15/17,22537.76
12/16/17,24727.61
12/17/17,24450.16
12/18/17,24046.83
12/19/17,23575.32
12/20/17,23575.32
12/21/17,23575.32
12/22/17,23575.32
12/23/17,23575.32
12/24/17,23575.32
12/25/17,23575.32
12/26/17,23575.32
12/27/17,26222.14
12/28/17,25707.98
12/29/17,25707.98
12/30/17,25707.98
12/31/17,27015.68
1/1/18,26485.96
1/2/18,28243.8
1/3/18,28333.02
1/4/18,28306.63
1/5/18,32324.87
1/6/18,32597.93
1/7/18,32290.67
1/8/18,31657.52
1/9/18,31657.52
1/10/18,31657.52
1/11/18,31657.52
1/12/18,32474.83
1/13/18,32190.78
1/14/18,32334.87
1/15/18,32706.64
1/16/18,32065.33
1/17/18,32065.33
1/18/18,32082.69
1/19/18,31600.26
1/20/18,36622.37
1/21/18,35904.28
1/22/18,35904.28
1/23/18,35904.28
1/24/18,35904.28
1/25/18,35904.28
1/26/18,35904.28
1/27/18,36981.05
1/28/18,36681.32
1/29/18,35979.5
1/30/18,35274.02
1/31/18,35274.02
2/1/18,35274.02
2/2/18,35274.02
2/3/18,35274.02
2/4/18,35274.02
2/5/18,35274.02
2/6/18,35274.02
2/7/18,40447.24
2/8/18,41149.22
2/9/18,41171.91
2/10/18,41545.41
2/11/18,41663.15
2/12/18,40846.23
2/13/18,42674.71
2/14/18,46332.12
2/15/18,47012.15
2/16/18,50265.81
2/17/18,53813.84
2/18/18,55024.12
2/19/18,55148.88
2/20/18,56535.8
2/21/18,55819.02
2/22/18,54724.53
2/23/18,54899.69
2/24/18,54949.3
2/25/18,53871.86
2/26/18,56366.93
2/27/18,56208.19
2/28/18,56484.37
3/1/18,59966.06
3/2/18,59539.78
3/3/18,61695.78
3/4/18,62258.07
3/5/18,62730.03
3/6/18,61500.03
3/7/18,61500.03
3/8/18,61500.03
3/9/18,61500.03
3/10/18,61500.03
3/11/18,61500.03
3/12/18,63079.45
3/13/18,62886.13
3/14/18,62878.16
3/15/18,61645.25
3/16/18,61682.26
3/17/18,60472.8
3/18/18,60472.8
3/19/18,61032.85
3/20/18,62437.55
3/21/18,64919.73
3/22/18,63646.79
3/23/18,63646.79
3/24/18,63646.79
3/25/18,63646.79
3/26/18,63646.79
3/27/18,63646.79
3/28/18,63646.79
3/29/18,63646.79
3/30/18,63646.79
3/31/18,63646.79
4/1/18,63646.79
4/2/18,63646.79
4/3/18,65720.91
4/4/18,65863.21
4/5/18,64571.77
4/6/18,64571.77
4/7/18,64571.77
4/8/18,66959.88
4/9/18,65646.94
4/10/18,65646.94
4/11/18,65705.46
4/12/18,74447.94
4/13/18,75336.01
4/14/18,76237.7
4/15/18,79123.82
4/16/18,79383.29
4/17/18,77826.75
4/18/18,78905.36
4/19/18,79011.88
4/20/18,85552.02
4/21/18,85112.18
4/22/18,86304.66
4/23/18,86336.18
4/24/18,92344.05
4/25/18,93335.26
4/26/18,91505.16
4/27/18,91505.16
4/28/18,91505.16
4/29/18,93787.59
4/30/18,93036.91
5/1/18,92835.76
5/2/18,92653.66
5/3/18,96851.99
5/4/18,97998.24
5/5/18,98500.19
5/6/18,96760.23
5/7/18,96773.33
5/8/18,94875.81
5/9/18,94875.81
5/10/18,94875.81
5/11/18,94875.81
5/12/18,94875.81
5/13/18,94875.81
5/14/18,95087.35
5/15/18,93542.35
5/16/18,93098.37
5/17/18,91272.91
5/18/18,91272.91
5/19/18,91272.91
5/20/18,92397.5
5/21/18,91074.1
5/22/18,91194.37
5/23/18,89406.25
5/24/18,89406.25
5/25/18,89406.25
5/26/18,89406.25
5/27/18,89406.25
5/28/18,89406.25
5/29/18,89406.25
5/30/18,89406.25
5/31/18,89406.25
6/1/18,89414.46
6/2/18,90719.76
6/3/18,90624.75
6/4/18,89000.65
6/5/18,90370.6
6/6/18,90414.6
6/7/18,91089.1
6/8/18,90423.18
6/9/18,90368.44
6/10/18,88596.51
6/11/18,88596.51
6/12/18,88596.51
6/13/18,88596.51
6/14/18,91415.85
6/15/18,91283.78
6/16/18,89523.64
6/17/18,88904.55
6/18/18,88648.45
6/19/18,92653.44
6/20/18,92347.0
6/21/18,92981.17
6/22/18,91158.01
6/23/18,91158.01
6/24/18,91158.01
6/25/18,91158.01
6/26/18,91158.01
6/27/18,91158.01
6/28/18,91158.01
6/29/18,91158.01
6/30/18,94128.66
7/1/18,96419.74
7/2/18,97800.9
7/3/18,100226.55
7/4/18,99725.14
7/5/18,99877.72
7/6/18,99153.72
7/7/18,99740.15
7/8/18,102149.26
7/9/18,101702.78
7/10/18,99708.61
7/11/18,99708.61
7/12/18,99708.61
7/13/18,99708.61
7/14/18,99708.61
7/15/18,99708.61
7/16/18,101907.68
7/17/18,107469.25
7/18/18,114535.55
7/19/18,115705.39
7/20/18,116200.4
7/21/18,114744.7
7/22/18,116564.02
7/23/18,120296.47
7/24/18,120690.93
7/25/18,129076.85
7/26/18,128078.16
7/27/18,125566.82
7/28/18,126863.72
7/29/18,127237.23
7/30/18,127463.11
7/31/18,124963.83
8/1/18,124963.83
8/2/18,124963.83
8/3/18,124963.83
8/4/18,124963.83
8/5/18,124963.83
8/6/18,124963.83
8/7/18,124963.83
8/8/18,124963.83
8/9/18,124963.83
8/10/18,124963.83
8/11/18,124963.83
8/12/18,125949.54
8/13/18,126666.75
8/14/18,124772.06
8/15/18,126978.21
8/16/18,126578.12
8/17/18,125981.83
8/18/18,128455.88
8/19/18,127804.14
8/20/18,129450.9
8/21/18,127747.92
8/22/18,131220.05
8/23/18,128647.11
8/24/18,129877.37
8/25/18,133366.3
8/26/18,133740.25
8/27/18,133363.06
8/28/18,138935.82
8/29/18,140486.93
8/30/18,137732.28
8/31/18,137732.28
9/1/18,137732.28
9/2/18,139440.28
9/3/18,139690.65
9/4/18,139770.12
9/5/18,137029.53
9/6/18,137029.53
9/7/18,137029.53
9/8/18,137029.53
9/9/18,137029.53
9/10/18,137029.53
9/11/18,137029.53
9/12/18,137029.53
9/13/18,137029.53
9/14/18,138017.06
9/15/18,138433.14
9/16/18,138512.46
9/17/18,135926.09
9/18/18,133718.15
9/19/18,134689.89
9/20/18,136307.53
9/21/18,141646.97
9/22/18,143476.05
9/23/18,142506.07
9/24/18,140995.29
9/25/18,139809.15
9/26/18,137370.82
9/27/18,138790.37
9/28/18,141988.65
9/29/18,139204.56
9/30/18,139204.56
10/1/18,139204.56
10/2/18,139204.56
10/3/18,139204.56
10/4/18,139204.56
10/5/18,139204.56
10/6/18,139204.56
10/7/18,139204.56
10/8/18,139204.56
10/9/18,139204.56
10/10/18,139204.56
10/11/18,139204.56
10/12/18,139204.56
10/13/18,139204.56
10/14/18,139204.56
10/15/18,139793.51
10/16/18,142969.53
10/17/18,142906.84
10/18/18,142295.13
10/19/18,141029.24
10/20/18,140578.96
10/21/18,141505.69
10/22/18,140924.6
10/23/18,140418.64
10/24/18,141001.08
10/25/18,140599.42
10/26/18,140252.42
10/27/18,140082.66
10/28/18,139894.01
10/29/18,138279.08
10/30/18,136692.88
10/31/18,136522.97
11/1/18,137404.09
11/2/18,138387.53
11/3/18,138447.02
11/4/18,138478.51
11/5/18,139455.41
11/6/18,139472.63
11/7/18,141661.42
11/8/18,140523.19
11/9/18,139628.83
11/10/18,138633.62
11/11/18,138183.75
11/12/18,138839.36
11/13/18,138049.32
11/14/18,135342.47
11/15/18,135342.47
11/16/18,135342.47
11/17/18,135342.47
11/18/18,135342.47
11/19/18,135342.47
11/20/18,135342.47
11/21/18,135342.47
11/22/18,135342.47
11/23/18,135342.47
11/24/18,135342.47
11/25/18,135342.47
11/26/18,136055.79
11/27/18,133388.03
11/28/18,141463.15
11/29/18,146990.38
11/30/18,147507.03
12/1/18,144614.74
12/2/18,144614.74
12/3/18,144614.74
12/4/18,144614.74
12/5/18,144614.74
12/6/18,144614.74
12/7/18,144614.74
12/8/18,144614.74
12/9/18,144614.74
12/10/18,144665.1
12/11/18,141828.53
12/12/18,141828.53
12/13/18,141828.53
12/14/18,141828.53
12/15/18,141828.53
12/16/18,141828.53
12/17/18,144197.9
12/18/18,151174.64
12/19/18,161865.03
12/20/18,169295.45
12/21/18,175770.79
12/22/18,172324.3
12/23/18,173978.15
12/24/18,172582.5
12/25/18,169198.53
12/26/18,169198.53
12/27/18,169198.53
12/28/18,169198.53
12/29/18,173341.35
12/30/18,169942.5
12/31/18,169942.5
1/1/19,169942.5
1/2/19,171210.76
1/3/19,171651.12
1/4/19,169734.23
1/5/19,171243.62
1/6/19,174078.13
1/7/19,179212.69
1/8/19,179042.04
1/9/19,179125.89
1/10/19,175613.62
1/11/19,175613.62
1/12/19,175613.62
1/13/19,175613.62
1/14/19,175613.62
1/15/19,178254.98
1/16/19,176523.79
1/17/19,176531.55
1/18/19,177066.05
1/19/19,179899.59
1/20/19,180555.55
1/21/19,177015.25
1/22/19,177015.25
1/23/19,177015.25
1/24/19,177015.25
1/25/19,177015.25
1/26/19,177015.25
1/27/19,177015.25
1/28/19,177015.25
1/29/19,177015.25
1/30/19,177015.25
1/31/19,177015.25
2/1/19,177015.25
2/2/19,177015.25
2/3/19,177015.25
2/4/19,177015.25
2/5/19,177015.25
2/6/19,177015.25
2/7/19,177015.25
2/8/19,177015.25
2/9/19,187158.97
2/10/19,187327.67
2/11/19,188447.74
2/12/19,185543.03
2/13/19,185693.84
2/14/19,184777.75
2/15/19,184052.34
2/16/19,184455.69
2/17/19,185035.92
2/18/19,187652.82
2/19/19,199924.99
2/20/19,200729.13
2/21/19,203829.63
2/22/19,201667.2
2/23/19,203640.48
2/24/19,211621.53
2/25/19,207472.09
2/26/19,207801.6
2/27/19,206890.12
2/28/19,206986.24
3/1/19,207896.1
3/2/19,207061.29
3/3/19,206889.58
3/4/19,205979.18
3/5/19,201940.37
3/6/19,205477.11
3/7/19,205721.2
3/8/19,206250.25
3/9/19,205673.97
3/10/19,209632.54
3/11/19,208444.44
3/12/19,205946.19
3/13/19,206552.18
3/14/19,205770.02
3/15/19,206164.82
3/16/19,208886.47
3/17/19,213102.41
3/18/19,211986.47
3/19/19,212190.77
3/20/19,213800.73
3/21/19,215248.85
3/22/19,211849.57
3/23/19,212206.16
3/24/19,212888.56
3/25/19,211943.49
3/26/19,208854.1
3/27/19,209482.91
3/28/19,214830.17
3/29/19,214239.04
3/30/19,218387.58
3/31/19,218328.68
4/1/19,218313.82
4/2/19,220349.89
4/3/19,259105.19
4/4/19,263187.4
4/5/19,260610.08
4/6/19,266846.69
4/7/19,268160.02
4/8/19,275369.83
4/9/19,279578.87
4/10/19,274649.22
4/11/19,281779.43
4/12/19,276254.34
4/13/19,276254.34
4/14/19,276254.34
4/15/19,276254.34
4/16/19,276254.34
4/17/19,279467.4
4/18/19,280743.02
4/19/19,283751.38
4/20/19,283790.64
4/21/19,285524.45
4/22/19,284048.23
4/23/19,289176.54
4/24/19,296757.68
4/25/19,292241.91
4/26/19,286511.68
4/27/19,286511.68
4/28/19,286511.68
4/29/19,286511.68
4/30/19,286511.68
5/1/19,286511.68
5/2/19,286511.68
5/3/19,286511.68
5/4/19,294806.75
5/5/19,300744.43
5/6/19,297960.59
5/7/19,296230.98
5/8/19,299943.98
5/9/19,309376.31
5/10/19,320329.8
5/11/19,330810.11
5/12/19,377726.32
5/13/19,370319.92
5/14/19,406992.27
5/15/19,415814.56
5/16/19,426958.7
5/17/19,418586.96
5/18/19,418586.96
5/19/19,418586.96
5/20/19,462835.83
5/21/19,453760.62
5/22/19,453760.62
5/23/19,453760.62
5/24/19,459701.6
5/25/19,466875.13
5/26/19,470853.04
5/27/19,510111.16
5/28/19,511606.89
5/29/19,508679.61
5/30/19,505360.31
5/31/19,495451.28
6/1/19,502256.66
6/2/19,502314.79
6/3/19,513132.28
6/4/19,503070.86
6/5/19,503070.86
6/6/19,503070.86
6/7/19,503070.86
6/8/19,505535.58
6/9/19,501303.97
6/10/19,491474.48
6/11/19,505787.06
6/12/19,499304.21
6/13/19,515415.48
6/14/19,519503.21
6/15/19,548242.16
6/16/19,558702.38
6/17/19,566239.64
6/18/19,588216.37
6/19/19,576682.72
6/20/19,578177.51
6/21/19,593728.76
6/22/19,635964.74
6/23/19,664572.43
6/24/19,673657.75
6/25/19,686304.31
6/26/19,732954.94
6/27/19,805596.99
6/28/19,789800.97
6/29/19,860663.78
6/30/19,843788.02
7/1/19,843788.02
7/2/19,843788.02
7/3/19,844969.26
7/4/19,937193.79
7/5/19,918817.44
7/6/19,918817.44
7/7/19,923568.21
7/8/19,943711.17
7/9/19,1012458.05
7/10/19,1034963.37
7/11/19,1014669.97
7/12/19,1014669.97
7/13/19,1034301.29
7/14/19,1014020.87
7/15/19,1014020.87
7/16/19,1061137.05
7/17/19,1040330.44
7/18/19,1049946.78
7/19/19,1154599.81
7/20/19,1143441.87
7/21/19,1168311.45
7/22/19,1149048.51
7/23/19,1126518.15
7/24/19,1126518.15
7/25/19,1126518.15
7/26/19,1126518.15
7/27/19,1126518.15
7/28/19,1126518.15
7/29/19,1126518.15
7/30/19,1126518.15
7/31/19,1126518.15
8/1/19,1161506.91
8/2/19,1198647.44
8/3/19,1212742.58
8/4/19,1245569.8
8/5/19,1264649.72
8/6/19,1357683.61
8/7/19,1331062.36
8/8/19,1361318.5
8/9/19,1365369.17
8/10/19,1349461.27
8/11/19,1323001.25
8/12/19,1329781.38
8/13/19,1309021.01
8/14/19,1283353.93
8/15/19,1283353.93
8/16/19,1294014.21
8/17/19,1301207.66
8/18/19,1283004.84
8/19/19,1295952.3
8/20/19,1371273.18
8/21/19,1351590.72
8/22/19,1325088.94
8/23/19,1325088.94
8/24/19,1336855.75
8/25/19,1310642.89
8/26/19,1310642.89
8/27/19,1313497.87
8/28/19,1289621.0
8/29/19,1264334.31
8/30/19,1264334.31
8/31/19,1264334.31
9/1/19,1264334.31
9/2/19,1264334.31
9/3/19,1317806.37
9/4/19,1347577.62
9/5/19,1342866.75
9/6/19,1342059.82
9/7/19,1315744.92
9/8/19,1315744.92
9/9/19,1315744.92
9/10/19,1315744.92
9/11/19,1315744.92
9/12/19,1315744.92
9/13/19,1323065.29
9/14/19,1315921.86
9/15/19,1315595.54
9/16/19,1309132.68
9/17/19,1303444.35
9/18/19,1293887.19
9/19/19,1289726.33
9/20/19,1304745.81
9/21/19,1291696.93
9/22/19,1267112.67
9/23/19,1273913.27
9/24/19,1248934.58
9/25/19,1248934.58
9/26/19,1248934.58
9/27/19,1248934.58
9/28/19,1248934.58
9/29/19,1248934.58
9/30/19,1248934.58
10/1/19,1262592.1
10/2/19,1264899.12
10/3/19,1273882.53
10/4/19,1251715.05
10/5/19,1239451.96
10/6/19,1238268.05
10/7/19,1213988.28
10/8/19,1241949.5
10/9/19,1238619.29
10/10/19,1298798.95
10/11/19,1298644.69
10/12/19,1273181.07
10/13/19,1273181.07
10/14/19,1273181.07
10/15/19,1273181.07
10/16/19,1273181.07
10/17/19,1273181.07
10/18/19,1273181.07
10/19/19,1273181.07
10/20/19,1273181.07
10/21/19,1290715.48
10/22/19,1289376.32
10/23/19,1264094.43
10/24/19,1264094.43
10/25/19,1264094.43
10/26/19,1445236.53
10/27/19,1544124.32
10/28/19,1592773.62
10/29/19,1561542.76
10/30/19,1566560.42
10/31/19,1535843.55
11/1/19,1535843.55
11/2/19,1535843.55
11/3/19,1535843.55
11/4/19,1535843.55
11/5/19,1540385.0
11/6/19,1522743.78
11/7/19,1528165.68
11/8/19,1505414.95
11/9/19,1475897.01
11/10/19,1475897.01
11/11/19,1484359.54
11/12/19,1455254.45
11/13/19,1455254.45
11/14/19,1455254.45
11/15/19,1455254.45
11/16/19,1455254.45
11/17/19,1455254.45
11/18/19,1455254.45
11/19/19,1455254.45
11/20/19,1455254.45
11/21/19,1455254.45
11/22/19,1455254.45
11/23/19,1455254.45
11/24/19,1455254.45
11/25/19,1455254.45
11/26/19,1472749.61
11/27/19,1479644.23
11/28/19,1554043.36
11/29/19,1534869.37
11/30/19,1602301.59
12/1/19,1570883.91
12/2/19,1570883.91
12/3/19,1570883.91
12/4/19,1570883.91
12/5/19,1570883.91
12/6/19,1583572.89
12/7/19,1615951.05
12/8/19,1606881.23
12/9/19,1610641.05
12/10/19,1579059.85
12/11/19,1579059.85
12/12/19,1579059.85
12/13/19,1579059.85
12/14/19,1579059.85
12/15/19,1579059.85
12/16/19,1579059.85
12/17/19,1579059.85
12/18/19,1579059.85
12/19/19,1705473.28
12/20/19,1674233.27
12/21/19,1683436.93
12/22/19,1672439.83
12/23/19,1759351.35
12/24/19,1724854.26
12/25/19,1724854.26
12/26/19,1724854.26
12/27/19,1724854.26
12/28/19,1724854.26
12/29/19,1724854.26
12/30/19,1724854.26
12/31/19,1724854.26
1/1/20,1724854.26
1/2/20,1724854.26
1/3/20,1724854.26
1/4/20,1784060.37
1/5/20,1789305.64
1/6/20,1790201.77
1/7/20,1889474.65
1/8/20,1988396.88
1/9/20,1958488.63
1/10/20,1920086.89
1/11/20,1970743.63
1/12/20,1932101.6
1/13/20,1932101.6
1/14/20,1932101.6
1/15/20,2066498.28
1/16/20,2059830.74
1/17/20,2038362.8
1/18/20,2080034.35
1/19/20,2082490.57
1/20/20,2041657.42
1/21/20,2041657.42
1/22/20,2041657.42
1/23/20,2041657.42
1/24/20,2041657.42
1/25/20,2041657.42
1/26/20,2041657.42
1/27/20,2064375.21
1/28/20,2138254.5
1/29/20,2256012.84
1/30/20,2230562.75
1/31/20,2284058.89
2/1/20,2243532.97
2/2/20,2254186.05
2/3/20,2238915.52
2/4/20,2202278.74
2/5/20,2202278.74
2/6/20,2311107.43
2/7/20,2344941.53
2/8/20,2357411.78
2/9/20,2381347.55
2/10/20,2442710.91
2/11/20,2394814.62
2/12/20,2448061.06
2/13/20,2466863.38
2/14/20,2440210.88
2/15/20,2470253.61
2/16/20,2421817.26
2/17/20,2421817.26
2/18/20,2421817.26
2/19/20,2490973.17
2/20/20,2442130.56
2/21/20,2442130.56
2/22/20,2442130.56
2/23/20,2442130.56
2/24/20,2473419.72
2/25/20,2424921.29
2/26/20,2424921.29
2/27/20,2424921.29
2/28/20,2424921.29
2/29/20,2424921.29
3/1/20,2424921.29
3/2/20,2482854.79
3/3/20,2482854.79
3/4/20,2438706.83
3/5/20,2439977.11
3/6/20,2525913.53
