日期(月/日/年),资金
12/28/16,1526.21
12/29/16,1580.41
12/30/16,1561.99
12/31/16,1571.78
1/1/17,1636.74
1/2/17,1666.68
1/3/17,1662.5
1/4/17,1848.43
1/5/17,1813.783
1/6/17,1812.47
1/7/17,1816.55
1/8/17,1816.55
1/9/17,1816.55
1/10/17,1833.51
1/11/17,1816.63
1/12/17,1857.48
1/13/17,1908.152
1/14/17,1888.8
1/15/17,1892.59
1/16/17,1917.88
1/17/17,2087.24
1/18/17,2093.61
1/19/17,2068.67
1/20/17,2063.64
1/21/17,2068.3
1/22/17,2121.33
1/23/17,2129.34
1/24/17,2124.48
1/25/17,2082.82
1/26/17,2094.37
1/27/17,2092.3
1/28/17,2104.33
1/29/17,2094.32
1/30/17,2085.76
1/31/17,2205.84
2/1/17,2240.13
2/2/17,2248.63
2/3/17,2316.33
2/4/17,2357.42
2/5/17,2364.44
2/6/17,2341.45
2/7/17,2401.12
2/8/17,2407.36
2/9/17,2360.16
2/10/17,2368.41
2/11/17,2364.82
2/12/17,2371.97
2/13/17,2370.25
2/14/17,2373.39
2/15/17,2399.76
2/16/17,2454.0
2/17/17,2453.98
2/18/17,2504.8
2/19/17,2495.65
2/20/17,2491.12
2/21/17,2663.98
2/22/17,2662.64
2/23/17,2678.73
2/24/17,2785.06
2/25/17,2730.45
2/26/17,2730.45
2/27/17,2770.88
2/28/17,2763.46
3/1/17,2771.2
3/2/17,2930.65
3/3/17,2990.52
3/4/17,2994.85
3/5/17,2957.46
3/6/17,2967.38
3/7/17,2977.39
3/8/17,2919.01
3/9/17,2948.5
3/10/17,2947.56
3/11/17,2915.59
3/12/17,3035.1
3/13/17,3035.56
3/14/17,3079.3
3/15/17,3109.04
3/16/17,3108.05
3/17/17,3047.11
3/18/17,3047.11
3/19/17,3047.11
3/20/17,3238.64
3/21/17,3453.33
3/22/17,3435.95
3/23/17,3368.58
3/24/17,3368.58
3/25/17,3368.58
3/26/17,3405.23
3/27/17,3691.53
3/28/17,3705.09
3/29/17,3703.44
3/30/17,3693.93
3/31/17,3682.67
4/1/17,3868.41
4/2/17,3911.97
4/3/17,3843.71
4/4/17,4062.98
4/5/17,4032.65
4/6/17,4034.25
4/7/17,4236.84
4/8/17,4203.73
4/9/17,4213.98
4/10/17,4298.38
4/11/17,4365.55
4/12/17,4338.76
4/13/17,4253.69
4/14/17,4253.69
4/15/17,4253.69
4/16/17,4253.69
4/17/17,4253.69
4/18/17,4253.69
4/19/17,4315.42
4/20/17,4399.59
4/21/17,4381.67
4/22/17,4469.12
4/23/17,4457.35
4/24/17,4396.59
4/25/17,4533.27
4/26/17,4638.49
4/27/17,4563.76
4/28/17,4717.09
4/29/17,4730.15
4/30/17,4723.14
5/1/17,5021.38
5/2/17,5145.05
5/3/17,5129.01
5/4/17,5344.23
5/5/17,5432.96
5/6/17,5381.28
5/7/17,5441.93
5/8/17,5813.09
5/9/17,5850.23
5/10/17,6246.31
5/11/17,6452.19
5/12/17,6480.57
5/13/17,6353.5
5/14/17,6353.5
5/15/17,6353.5
5/16/17,6353.5
5/17/17,6474.11
5/18/17,6389.92
5/19/17,7025.84
5/20/17,7353.18
5/21/17,7209.0
5/22/17,7355.52
5/23/17,8048.79
5/24/17,7938.35
5/25/17,8398.84
5/26/17,8234.16
5/27/17,8320.3
5/28/17,8157.16
5/29/17,8299.71
5/30/17,8351.09
5/31/17,8336.19
6/1/17,8749.4
6/2/17,8788.37
6/3/17,9210.79
6/4/17,9175.81
6/5/17,9224.52
6/6/17,10514.67
6/7/17,10308.5
6/8/17,10308.5
6/9/17,10650.53
6/10/17,10717.89
6/11/17,10918.5
6/12/17,10704.41
6/13/17,10851.92
6/14/17,10685.34
6/15/17,10475.82
6/16/17,10475.82
6/17/17,10475.82
6/18/17,10475.82
6/19/17,10720.24
6/20/17,10649.75
6/21/17,10940.75
6/22/17,11171.13
6/23/17,11114.57
6/24/17,10896.64
6/25/17,10896.64
6/26/17,10896.64
6/27/17,10896.64
6/28/17,10969.14
6/29/17,10854.38
6/30/17,10641.55
7/1/17,10641.55
7/2/17,10641.55
7/3/17,11035.98
7/4/17,11201.89
7/5/17,11198.27
7/6/17,11246.0
7/7/17,11025.49
7/8/17,11025.49
7/9/17,11025.49
7/10/17,11025.49
7/11/17,11025.49
7/12/17,11081.77
7/13/17,10937.94
7/14/17,10862.26
7/15/17,10649.27
7/16/17,10649.27
7/17/17,10649.27
7/18/17,12675.9
7/19/17,12427.35
7/20/17,12427.35
7/21/17,14426.48
7/22/17,15101.04
7/23/17,15197.32
7/24/17,14899.33
7/25/17,14899.33
7/26/17,14899.33
7/27/17,15081.84
7/28/17,15845.22
7/29/17,15863.24
7/30/17,15641.97
7/31/17,16328.25
8/1/17,16308.13
8/2/17,15988.36
8/3/17,16259.6
8/4/17,16235.64
8/5/17,18726.94
8/6/17,18927.4
8/7/17,18680.88
8/8/17,20119.24
8/9/17,19724.75
8/10/17,19734.58
8/11/17,20835.993
8/12/17,22099.61
8/13/17,22189.76
8/14/17,24567.16
8/15/17,24188.79
8/16/17,23976.22
8/17/17,24829.48
8/18/17,24342.63
8/19/17,24342.63
8/20/17,24342.63
8/21/17,24342.63
8/22/17,24342.63
8/23/17,24994.87
8/24/17,25984.9
8/25/17,25933.73
8/26/17,26105.81
8/27/17,26068.66
8/28/17,25977.31
8/29/17,27587.39
8/30/17,27509.58
8/31/17,27434.94
9/1/17,29405.94
9/2/17,28829.35
9/3/17,28829.35
9/4/17,28829.35
9/5/17,29205.02
9/6/17,28632.37
9/7/17,29797.06
9/8/17,29212.8
9/9/17,29212.8
9/10/17,29212.8
9/11/17,29212.8
9/12/17,29212.8
9/13/17,29212.8
9/14/17,29212.8
9/15/17,29212.8
9/16/17,33512.39
9/17/17,33355.98
9/18/17,32754.67
9/19/17,35113.27
9/20/17,35417.34
9/21/17,34722.88
9/22/17,34722.88
9/23/17,35341.81
9/24/17,35353.35
9/25/17,36896.92
9/26/17,36595.13
9/27/17,36320.85
9/28/17,39324.87
9/29/17,39246.12
9/30/17,38971.87
10/1/17,40810.4
10/2/17,41055.23
10/3/17,41122.48
10/4/17,40316.16
10/5/17,40589.07
10/6/17,40399.43
10/7/17,40938.38
10/8/17,43053.4
10/9/17,43085.01
10/10/17,44737.25
10/11/17,45085.3
10/12/17,45110.41
10/13/17,52048.27
10/14/17,53691.27
10/15/17,54500.94
10/16/17,53432.29
10/17/17,53432.29
10/18/17,53432.29
10/19/17,53629.67
10/20/17,55987.6
10/21/17,56052.96
10/22/17,56022.48
10/23/17,55019.62
10/24/17,55249.12
10/25/17,54165.8
10/26/17,55197.26
10/27/17,55166.18
10/28/17,54106.63
10/29/17,57654.02
10/30/17,57476.58
10/31/17,59838.36
11/1/17,62429.67
11/2/17,63241.48
11/3/17,67416.44
11/4/17,69662.71
11/5/17,68992.52
11/6/17,67639.73
11/7/17,67639.73
11/8/17,67639.73
11/9/17,67639.73
11/10/17,67639.73
11/11/17,67639.73
11/12/17,67639.73
11/13/17,75987.64
11/14/17,75331.07
11/15/17,84702.17
11/16/17,90660.33
11/17/17,91283.75
11/18/17,90684.81
11/19/17,92894.91
11/20/17,93382.91
11/21/17,93499.85
11/22/17,95915.54
11/23/17,95552.26
11/24/17,95717.67
11/25/17,101012.6
11/26/17,101724.8
11/27/17,112739.67
11/28/17,115456.73
11/29/17,115068.0
11/30/17,117717.29
12/1/17,126261.72
12/2/17,126214.95
12/3/17,131467.1
12/4/17,134392.91
12/5/17,134467.04
12/6/17,157085.75
12/7/17,191435.52
12/8/17,195599.13
12/9/17,191763.85
12/10/17,191763.85
12/11/17,191763.85
12/12/17,215544.36
12/13/17,211318.0
12/14/17,211318.0
12/15/17,226545.31
12/16/17,248557.29
12/17/17,245768.37
12/18/17,241714.15
12/19/17,236974.66
12/20/17,236974.66
12/21/17,236974.66
12/22/17,237383.69
12/23/17,237383.69
12/24/17,237383.69
12/25/17,237383.69
12/26/17,237383.69
12/27/17,237383.69
12/28/17,239535.99
12/29/17,243441.67
12/30/17,243441.67
12/31/17,243441.67
1/1/18,243441.67
1/2/18,243441.67
1/3/18,243970.47
1/4/18,243896.25
1/5/18,270406.11
1/6/18,272690.36
1/7/18,270120.02
1/8/18,264823.55
1/9/18,264823.55
1/10/18,264823.55
1/11/18,264823.55
1/12/18,271660.56
1/13/18,269284.42
1/14/18,270489.75
1/15/18,273599.75
1/16/18,268235.05
1/17/18,268235.05
1/18/18,268380.24
1/19/18,264344.55
1/20/18,306355.86
1/21/18,300348.88
1/22/18,300348.88
1/23/18,300348.88
1/24/18,301902.44
1/25/18,302181.22
1/26/18,301779.78
1/27/18,307812.412
1/28/18,305317.64
1/29/18,299476.04
1/30/18,293603.96
1/31/18,293603.96
2/1/18,293603.96
2/2/18,293603.96
2/3/18,293603.96
2/4/18,293603.96
2/5/18,293603.96
2/6/18,293603.96
2/7/18,336663.39
2/8/18,342506.33
2/9/18,342695.17
2/10/18,345803.98
2/11/18,346783.98
2/12/18,339984.29
2/13/18,355203.64
2/14/18,385646.13
2/15/18,391306.35
2/16/18,418388.23
2/17/18,447920.34
2/18/18,457994.15
2/19/18,459032.56
2/20/18,470576.65
2/21/18,464610.5
2/22/18,455500.49
2/23/18,456958.48
2/24/18,457371.43
2/25/18,448403.36
2/26/18,469171.09
2/27/18,467849.83
2/28/18,470148.63
3/1/18,499128.58
3/2/18,495580.46
3/3/18,513525.99
3/4/18,518206.24
3/5/18,522134.59
3/6/18,511896.66
3/7/18,511896.66
3/8/18,511896.66
3/9/18,511896.66
3/10/18,511896.66
3/11/18,511896.66
3/12/18,525043.02
3/13/18,523433.88
3/14/18,523367.56
3/15/18,513105.45
3/16/18,513413.48
3/17/18,503346.55
3/18/18,503346.55
3/19/18,508008.11
3/20/18,519700.14
3/21/18,540360.58
3/22/18,529765.27
3/23/18,531406.33
3/24/18,533695.17
3/25/18,533695.17
3/26/18,533695.17
3/27/18,529373.99
3/28/18,525822.34
3/29/18,522428.54
3/30/18,526216.97
3/31/18,526216.97
4/1/18,526216.97
4/2/18,526216.97
4/3/18,526216.97
4/4/18,527736.29
4/5/18,523947.86
4/6/18,525329.06
4/7/18,525625.03
4/8/18,525625.03
4/9/18,525625.03
4/10/18,528387.43
4/11/18,533044.04
4/12/18,586377.201
4/13/18,593371.95
4/14/18,600474.0
4/15/18,623206.08
4/16/18,625249.75
4/17/18,612989.95
4/18/18,621485.46
4/19/18,622324.46
4/20/18,673836.85
4/21/18,670372.54
4/22/18,679764.92
4/23/18,680013.19
4/24/18,727333.25
4/25/18,735140.35
4/26/18,720725.83
4/27/18,720725.83
4/28/18,720725.83
4/29/18,738703.03
4/30/18,732790.44
5/1/18,731206.08
5/2/18,729771.77
5/3/18,762839.27
5/4/18,771867.55
5/5/18,775821.06
5/6/18,762116.58
5/7/18,762219.75
5/8/18,747274.26
5/9/18,747274.26
5/10/18,747274.26
5/11/18,747274.26
5/12/18,747274.26
5/13/18,747274.26
5/14/18,748940.41
5/15/18,736771.45
5/16/18,733274.51
5/17/18,718896.58
5/18/18,718896.58
5/19/18,718896.58
5/20/18,727754.2
5/21/18,717330.67
5/22/18,718277.96
5/23/18,704194.08
5/24/18,705795.15
5/25/18,705064.93
5/26/18,700737.72
5/27/18,700737.72
5/28/18,700737.72
5/29/18,700737.72
5/30/18,703550.41
5/31/18,706065.6
6/1/18,700250.91
6/2/18,700710.68
6/3/18,700710.68
6/4/18,700710.68
6/5/18,698871.62
6/6/18,703225.88
6/7/18,701684.31
6/8/18,702225.21
6/9/18,702955.43
6/10/18,702955.43
6/11/18,702955.43
6/12/18,702441.57
6/13/18,701089.32
6/14/18,716376.258
6/15/18,715341.27
6/16/18,701547.97
6/17/18,696696.52
6/18/18,694689.59
6/19/18,726074.5
6/20/18,723673.11
6/21/18,728642.76
6/22/18,714355.65
6/23/18,714355.65
6/24/18,714355.65
6/25/18,714355.65
6/26/18,714355.65
6/27/18,714355.65
6/28/18,714355.65
6/29/18,714355.65
6/30/18,737635.02
7/1/18,755589.0
7/2/18,766412.41
7/3/18,785420.9
7/4/18,781491.59
7/5/18,782687.24
7/6/18,777013.68
7/7/18,781609.22
7/8/18,800488.12
7/9/18,796989.26
7/10/18,781362.02
7/11/18,781362.02
7/12/18,781362.02
7/13/18,781362.02
7/14/18,781362.02
7/15/18,781362.02
7/16/18,798594.9
7/17/18,842177.86
7/18/18,897552.59
7/19/18,906720.03
7/20/18,910599.17
7/21/18,899191.62
7/22/18,913448.66
7/23/18,942697.86
7/24/18,945789.05
7/25/18,1011504.91
7/26/18,1003678.7
7/27/18,983998.73
7/28/18,994161.84
7/29/18,997088.83
7/30/18,998858.91
7/31/18,979273.44
8/1/18,979273.44
8/2/18,979273.44
8/3/18,979273.44
8/4/18,979273.44
8/5/18,979273.44
8/6/18,979273.44
8/7/18,979273.44
8/8/18,979273.44
8/9/18,979273.44
8/10/18,979273.44
8/11/18,979273.44
8/12/18,986997.93
8/13/18,992618.33
8/14/18,977770.66
8/15/18,995059.09
8/16/18,991923.83
8/17/18,987251.02
8/18/18,1006638.82
8/19/18,1001531.51
8/20/18,1014436.29
8/21/18,1001090.93
8/22/18,1028300.13
8/23/18,1008137.38
8/24/18,1017778.23
8/25/18,1045119.05
8/26/18,1048049.48
8/27/18,1045093.68
8/28/18,1088764.37
8/29/18,1100919.58
8/30/18,1079332.92
8/31/18,1079332.92
9/1/18,1079332.92
9/2/18,1092717.59
9/3/18,1094679.59
9/4/18,1095302.36
9/5/18,1073825.84
9/6/18,1073825.84
9/7/18,1073825.84
9/8/18,1073825.84
9/9/18,1073825.84
9/10/18,1073825.84
9/11/18,1073825.84
9/12/18,1073825.84
9/13/18,1075821.33
9/14/18,1073054.316
9/15/18,1076289.22
9/16/18,1076905.9
9/17/18,1056797.4
9/18/18,1039631.15
9/19/18,1047186.27
9/20/18,1059763.07
9/21/18,1101276.15
9/22/18,1115496.86
9/23/18,1107955.5
9/24/18,1096209.5
9/25/18,1086987.47
9/26/18,1068029.92
9/27/18,1079066.64
9/28/18,1103932.62
9/29/18,1082286.88
9/30/18,1082286.88
10/1/18,1082286.88
10/2/18,1085401.09
10/3/18,1082247.69
10/4/18,1084274.88
10/5/18,1084590.22
10/6/18,1073851.7
10/7/18,1073851.7
10/8/18,1073851.7
10/9/18,1073851.7
10/10/18,1073851.7
10/11/18,1078381.52
10/12/18,1091083.62
10/13/18,1100207.66
10/14/18,1100207.66
10/15/18,1100207.66
10/16/18,1100878.55
10/17/18,1099402.6
10/18/18,1093990.79
10/19/18,1098329.18
10/20/18,1093364.63
10/21/18,1093364.63
10/22/18,1093364.63
10/23/18,1105574.75
10/24/18,1100744.37
10/25/18,1100968.0
10/26/18,1103696.27
10/27/18,1100968.0
10/28/18,1100968.0
10/29/18,1100968.0
10/30/18,1096137.62
10/31/18,1086789.95
11/1/18,1101281.08
11/2/18,1102130.87
11/3/18,1102265.05
11/4/18,1102265.05
11/5/18,1102265.05
11/6/18,1101683.62
11/7/18,1100207.67
11/8/18,1095019.49
11/9/18,1084177.71
11/10/18,1084177.71
11/11/18,1084177.71
11/12/18,1084177.71
11/13/18,1084177.71
11/14/18,1084177.71
11/15/18,1084177.71
11/16/18,1084177.71
11/17/18,1084177.71
11/18/18,1084177.71
11/19/18,1084177.71
11/20/18,1084177.71
11/21/18,1084177.71
11/22/18,1084177.71
11/23/18,1084177.71
11/24/18,1084177.71
11/25/18,1084177.71
11/26/18,1089891.84
11/27/18,1068521.41
11/28/18,1133208.16
11/29/18,1177484.69
11/30/18,1181623.4
12/1/18,1159220.565
12/2/18,1159220.565
12/3/18,1159220.565
12/4/18,1168642.82
12/5/18,1164497.03
12/6/18,1170762.83
12/7/18,1171469.5
12/8/18,1173401.06
12/9/18,1173401.06
12/10/18,1173401.06
12/11/18,1173353.95
12/12/18,1173777.95
12/13/18,1170951.27
12/14/18,1163978.8
12/15/18,1169914.82
12/16/18,1169914.82
12/17/18,1169914.82
12/18/18,1190795.05
12/19/18,1275002.72
12/20/18,1333531.77
12/21/18,1384537.73
12/22/18,1357389.93
12/23/18,1370417.23
12/24/18,1359423.78
12/25/18,1332768.41
12/26/18,1332768.41
12/27/18,1332768.41
12/28/18,1332768.41
12/29/18,1365401.18
12/30/18,1338628.61
12/31/18,1338628.61
1/1/19,1338628.61
1/2/19,1348618.67
1/3/19,1352087.38
1/4/19,1336988.11
1/5/19,1348877.5
1/6/19,1371204.78
1/7/19,1411649.44
1/8/19,1410305.21
1/9/19,1410965.67
1/10/19,1383299.68
1/11/19,1383299.68
1/12/19,1383299.68
1/13/19,1383299.68
1/14/19,1383299.68
1/15/19,1404105.55
1/16/19,1390469.08
1/17/19,1390530.2
1/18/19,1394740.46
1/19/19,1417060.15
1/20/19,1422227.14
1/21/19,1394340.33
1/22/19,1394340.33
1/23/19,1394340.33
1/24/19,1394340.33
1/25/19,1394340.33
1/26/19,1394340.33
1/27/19,1394340.33
1/28/19,1394340.33
1/29/19,1394340.33
1/30/19,1394340.33
1/31/19,1394340.33
2/1/19,1394340.33
2/2/19,1394340.33
2/3/19,1394340.33
2/4/19,1394340.33
2/5/19,1394340.33
2/6/19,1394340.33
2/7/19,1394340.33
2/8/19,1394340.33
2/9/19,1474241.93
2/10/19,1475570.77
2/11/19,1484393.48
2/12/19,1461513.23
2/13/19,1462701.13
2/14/19,1455485.11
2/15/19,1449771.09
2/16/19,1452948.23
2/17/19,1457518.64
2/18/19,1478131.8
2/19/19,1574799.04
2/20/19,1581133.19
2/21/19,1605555.7
2/22/19,1588522.36
2/23/19,1604065.79
2/24/19,1666932.12
2/25/19,1634247.18
2/26/19,1636842.68
2/27/19,1629662.97
2/28/19,1630420.07
3/1/19,1637587.02
3/2/19,1631011.29
3/3/19,1629658.71
3/4/19,1622487.5
3/5/19,1590674.02
3/6/19,1618532.72
3/7/19,1620455.44
3/8/19,1624622.73
3/9/19,1620083.44
3/10/19,1651264.93
3/11/19,1641906.3
3/12/19,1622227.68
3/13/19,1627001.04
3/14/19,1620839.98
3/15/19,1623949.77
3/16/19,1645388.09
3/17/19,1678596.8
3/18/19,1669806.63
3/19/19,1671415.86
3/20/19,1684097.45
3/21/19,1695504.19
3/22/19,1668728.23
3/23/19,1671537.07
3/24/19,1676912.32
3/25/19,1669468.05
3/26/19,1645133.11
3/27/19,1650086.2
3/28/19,1692206.3
3/29/19,1687549.98
3/30/19,1720227.85
3/31/19,1719763.89
4/1/19,1719646.85
4/2/19,1735684.84
4/3/19,2040958.35
4/4/19,2073113.74
4/5/19,2052812.33
4/6/19,2101937.81
4/7/19,2112282.88
4/8/19,2169074.16
4/9/19,2202228.53
4/10/19,2163397.96
4/11/19,2219562.27
4/12/19,2176041.44
4/13/19,2176041.44
4/14/19,2176041.44
4/15/19,2176041.44
4/16/19,2176041.44
4/17/19,2201350.59
4/18/19,2211398.61
4/19/19,2235095.33
4/20/19,2235404.56
4/21/19,2249061.73
4/22/19,2237433.65
4/23/19,2277829.06
4/24/19,2337545.3
4/25/19,2301974.81
4/26/19,2256838.05
4/27/19,2256838.05
4/28/19,2256838.05
4/29/19,2256838.05
4/30/19,2256838.05
5/1/19,2256838.05
5/2/19,2256838.05
5/3/19,2256838.05
5/4/19,2322177.93
5/5/19,2368948.73
5/6/19,2347020.56
5/7/19,2333396.52
5/8/19,2362643.66
5/9/19,2436941.66
5/10/19,2523221.76
5/11/19,2605774.64
5/12/19,2975331.27
5/13/19,2916991.44
5/14/19,3205857.74
5/15/19,3275350.48
5/16/19,3363132.29
5/17/19,3297188.52
5/18/19,3297188.52
5/19/19,3297188.52
5/20/19,3645734.67
5/21/19,3574249.68
5/22/19,3574249.68
5/23/19,3574249.68
5/24/19,3621046.49
5/25/19,3677552.04
5/26/19,3708885.81
5/27/19,4018120.07
5/28/19,4029901.82
5/29/19,4006843.77
5/30/19,3980697.84
5/31/19,3908804.855
6/1/19,3973823.38
6/2/19,3973823.38
6/3/19,3973823.38
6/4/19,3995395.65
6/5/19,4027980.34
6/6/19,4029338.04
6/7/19,4044876.11
6/8/19,4025230.346
6/9/19,3991537.0
6/10/19,3913271.57
6/11/19,4027232.74
6/12/19,3975614.3
6/13/19,4103897.18
6/14/19,4136444.92
6/15/19,4365273.29
6/16/19,4448560.75
6/17/19,4508574.72
6/18/19,4683560.24
6/19/19,4591725.73
6/20/19,4666173.09
6/21/19,4725874.4
6/22/19,4914619.526
6/23/19,5135694.56
6/24/19,5205904.24
6/25/19,5303634.57
6/26/19,5664142.12
6/27/19,6225506.63
6/28/19,6103437.87
6/29/19,6651052.78
6/30/19,6520639.98
7/1/19,6520639.98
7/2/19,6520639.98
7/3/19,6560273.13
7/4/19,7064365.965
7/5/19,6925848.99
7/6/19,6925848.99
7/7/19,6961659.26
7/8/19,7113492.56
7/9/19,7631691.79
7/10/19,7801332.05
7/11/19,7648364.75
7/12/19,7648364.75
7/13/19,7796341.46
7/14/19,7643472.02
7/15/19,7643472.02
7/16/19,7998623.71
7/17/19,7841787.95
7/18/19,7914273.86
7/19/19,8703125.95
7/20/19,8619019.79
7/21/19,8806481.37
7/22/19,8661281.47
7/23/19,8491452.42
7/24/19,8491452.42
7/25/19,8491452.42
7/26/19,8491452.42
7/27/19,8491452.42
7/28/19,8491452.42
7/29/19,8491452.42
7/30/19,8491452.42
7/31/19,8491452.42
8/1/19,8755190.21
8/2/19,9035147.59
8/3/19,9141393.7
8/4/19,9388838.28
8/5/19,9532658.6
8/6/19,10233928.09
8/7/19,10212517.099
8/8/19,10343251.592
8/9/19,10374028.44
8/10/19,10253160.78
8/11/19,10052118.41
8/12/19,10103633.59
8/13/19,9945896.98
8/14/19,9751909.224
8/15/19,9767375.66
8/16/19,9764797.92
8/17/19,9668116.75
8/18/19,9668116.75
8/19/19,9668116.75
8/20/19,10029439.92
8/21/19,9885483.17
8/22/19,9691650.17
8/23/19,9691650.17
8/24/19,9781698.33
8/25/19,9781698.33
8/26/19,9781698.33
8/27/19,9781698.33
8/28/19,9808498.38
8/29/19,9827960.32
8/30/19,9752664.95
8/31/19,9737031.59
9/1/19,9737031.59
9/2/19,9737031.59
9/3/19,10050304.148
9/4/19,10277355.81
9/5/19,10241428.14
9/6/19,10235274.09
9/7/19,10034582.44
9/8/19,10034582.44
9/9/19,10034582.44
9/10/19,10034582.44
9/11/19,10034582.44
9/12/19,10098856.68
9/13/19,10056450.765
9/14/19,10002154.49
9/15/19,9999674.19
9/16/19,9950550.82
9/17/19,9907314.54
9/18/19,9834671.79
9/19/19,9803045.61
9/20/19,9917206.77
9/21/19,9818023.89
9/22/19,9631162.08
9/23/19,9682852.6
9/24/19,9492992.75
9/25/19,9492992.75
9/26/19,9492992.75
9/27/19,9492992.75
9/28/19,9492992.75
9/29/19,9492992.75
9/30/19,9492992.75
10/1/19,9596801.79
10/2/19,9614337.18
10/3/19,9682618.92
10/4/19,9514126.71
10/5/19,9420916.53
10/6/19,9411917.8
10/7/19,9227370.39
10/8/19,9439900.05
10/9/19,9414587.57
10/10/19,9872005.48
10/11/19,9870832.97
10/12/19,9677287.23
10/13/19,9677287.23
10/14/19,9677287.23
10/15/19,9677287.23
10/16/19,9677287.23
10/17/19,9677287.23
10/18/19,9677287.23
10/19/19,9677287.23
10/20/19,9677287.23
10/21/19,9810564.04
10/22/19,9800385.25
10/23/19,9608220.83
10/24/19,9608220.83
10/25/19,9620517.83
10/26/19,10892330.465
10/27/19,11637619.19
10/28/19,12004274.95
10/29/19,11768897.01
10/30/19,11806713.64
10/31/19,11607641.003
11/1/19,11591123.96
11/2/19,11596117.49
11/3/19,11596117.49
11/4/19,11596117.49
11/5/19,11517490.308
11/6/19,11385586.52
11/7/19,11426126.21
11/8/19,11256018.5
11/9/19,11035312.25
11/10/19,11035312.25
11/11/19,11098586.74
11/12/19,10880967.39
11/13/19,10880967.39
11/14/19,10880967.39
11/15/19,10880967.39
11/16/19,10880967.39
11/17/19,10880967.39
11/18/19,10880967.39
11/19/19,10880967.39
11/20/19,10880967.39
11/21/19,10880967.39
11/22/19,10880967.39
11/23/19,10880967.39
11/24/19,10880967.39
11/25/19,10880967.39
11/26/19,11011779.03
11/27/19,11063330.26
11/28/19,11619614.09
11/29/19,11476249.77
11/30/19,11980441.84
12/1/19,11745531.22
12/2/19,11745531.22
12/3/19,11757776.08
12/4/19,11740266.36
12/5/19,11747031.48
12/6/19,11726949.236
12/7/19,11966721.61
12/8/19,11899556.17
12/9/19,11927399.07
12/10/19,11693528.5
12/11/19,11693528.5
12/12/19,11693528.5
12/13/19,11693528.5
12/14/19,11693528.5
12/15/19,11693528.5
12/16/19,11693528.5
12/17/19,11693528.5
12/18/19,11693528.5
12/19/19,12629667.22
12/20/19,12398323.26
12/21/19,12466479.83
12/22/19,12385042.18
12/23/19,13028654.5
12/24/19,12900097.328
12/25/19,12900097.328
12/26/19,12900097.328
12/27/19,12900097.328
12/28/19,12927834.88
12/29/19,12927834.88
12/30/19,12927834.88
12/31/19,13033237.59
1/1/20,13033237.59
1/2/20,13033237.59
1/3/20,13218012.39
1/4/20,13538989.191
1/5/20,13578794.8
1/6/20,13585595.39
1/7/20,14338963.67
1/8/20,15089670.85
1/9/20,14862701.26
1/10/20,14571275.75
1/11/20,14955702.8
1/12/20,14662453.73
1/13/20,14662453.73
1/14/20,14662453.73
1/15/20,15682371.7
1/16/20,15631772.65
1/17/20,15468855.41
1/18/20,15785095.05
